probe	SRR7646229	SRR7646230	SRR7646231	SRR7646232	SRR7646233	SRR7646234	SRR7646235	SRR7646236	SRR7646237	SRR7646238	SRR7646239	SRR7646240	SRR7646241	SRR7646242	SRR7646243	SRR7646244	SRR7646245	SRR7646246	SRR7646247	SRR7646248	SRR7646249	SRR7646250	SRR7646251	SRR7646252	SRR7646253	SRR7646254	SRR7646255	SRR7646256	SRR7646257	SRR7646258
cg27420224	-3.50853641524636	4.45527647723741	4.53344464359063	4.78216463038564	NA	NA	-1.14798424621968	5.02558435995382	NA	4.97853682264767	NA	4.88697678237047	NA	NA	-1.70053062867766	NA	-4.71512521602955	4.97599166469785	2.64658470479091	-1.7670397637261	NA	-0.61909542485261	5.00287710652537	4.76649820600924	-1.82254009367026	-4.34758025217968	NA	NA	NA	NA
cg16779839	-5.48088648676838	-5.33240803202403	-5.28007020212431	-5.25394054683387	NA	NA	-5.51626808803978	-5.44311022543225	NA	-5.66016455733744	NA	1.43311305538716	NA	NA	3.5519080211348	NA	4.17637521868553	-5.17043590687535	-5.46907972905557	-5.39679349373849	NA	-5.32993628316945	-5.05429457251511	-5.19571288639732	-5.24663157521229	4.25709619555564	NA	NA	NA	NA
cg14204784	-4.62947391490918	-4.20841181229266	0.320893330582511	-4.62030932329663	NA	NA	1.13483219054944	-3.81889692326012	NA	-4.68383607135788	NA	-0.786737636569145	NA	NA	4.62264673169238	NA	4.69902198196047	3.42456083851038	-3.75178787916828	-4.19823843934342	NA	0.502018185570226	-4.83678935211306	-4.37113503016195	-3.71620177927027	5.38687084125671	NA	NA	NA	NA
cg06636541	-5.85051775581755	-4.250960147094	-5.68064381122187	-5.67376432010026	NA	NA	-5.2837687672158	-5.73937544487242	NA	-4.55367529738593	NA	1.51416661126522	NA	NA	2.59179618333215	NA	4.10456738680159	-5.51834359837593	-5.66336179080591	-5.55660187643194	NA	-5.4459981105024	-5.75011920211276	-5.33448132827437	-5.07803267366064	4.54780276999553	NA	NA	NA	NA
cg25547580	-6.21401269581544	-1.58204520583071	-5.94062268815421	-4.83368319363104	NA	NA	-5.74983941110313	-5.80116925577842	NA	-3.26433000060918	NA	0.526810054717424	NA	NA	3.51569076798395	NA	4.49442373908035	-5.63703508771716	-1.56565164475083	-6.05762959394037	NA	-5.70456075530529	-5.78066053346185	-1.81420173876682	-5.82835885464862	3.6055590630371	NA	NA	NA	NA
cg01779771	-5.61972392534248	-4.09230276554945	1.24162651648683	-5.45030617271696	NA	NA	-5.47907355760128	-5.97647270532959	NA	1.71745097666425	NA	1.27650336876712	NA	NA	2.69164568316886	NA	3.00231745064946	3.29103311578195	-2.24384281653872	-5.48418078353754	NA	-5.22676442984019	-5.85738982441255	-5.29653705608248	-5.64132542520071	-6.12826484041664	NA	NA	NA	NA
cg05650453	-4.62342032285241	4.85248938875585	4.74707057066786	4.7793649734901	NA	NA	-1.22022481007312	4.64111985522305	NA	4.90820949989522	NA	4.57414041641302	NA	NA	4.96738197893758	NA	4.15460151590338	-5.12931087341241	3.54830617153511	-0.38517118518349	NA	-2.66972360255333	-2.3141723599525	4.59927601705295	-0.918039786567442	4.87323858737069	NA	NA	NA	NA
cg06962944	2.08295700351092	-5.87512597745806	-6.30254707064985	-6.12302234217306	NA	NA	0.83742739734457206	-6.57836820094836	NA	0.394500336647771	NA	-0.266803202454253	NA	NA	2.53615212850138	NA	3.12185878984638	-0.644088509025504	-0.242924997991441	-0.136399914074967	NA	1.17282327171794	-6.52214611772148	-6.3878354980944	-6.25838786854075	0.39275731671937	NA	NA	NA	NA
cg26354017	-4.78911305868007	0.712193607803042	-5.47066794278471	4.10880587767813	NA	NA	-2.27953138379185	-5.5896095563033	NA	0.935232127289151	NA	0.137387021619932	NA	NA	1.62090716365117	NA	5.4010657126738	0.443218071707045	-5.97689070481268	-1.22369394555998	NA	-4.69362532245247	-0.6707903969277	0.0326113187587747	-5.01316651033744	5.07454413424534	NA	NA	NA	NA
cg07576409	-6.41401443102095	-1.41058167271632	-1.53632191653511	-3.51172427394077	NA	NA	-6.22328755219715	-6.50373365877347	NA	-0.084928061793876	NA	0.136163952616807	NA	NA	1.7348275045972	NA	2.5206301311049	2.11996611551033	-6.50575920495536	-6.44101747588673	NA	-6.2225994041913	0.610733008773575	-6.13445007633908	-4.94665735702941	3.25522519479376	NA	NA	NA	NA
cg25622366	-5.24325385440785	-0.836507626685375	1.1460806570022	-4.07533011198535	NA	NA	-4.19511887530273	-0.227012813844338	NA	1.10792038784452	NA	1.38272072060308	NA	NA	0.0148018660029378	NA	-6.04723081607338	4.99652069787159	-5.82454096235449	-5.75367377084836	NA	-5.08094512846089	3.01312962431382	1.66766618366236	-5.78960339501625	-5.91320178249527	NA	NA	NA	NA
cg22169990	-1.90672536592124	-2.13142640550006	-2.72469323518152	-2.16044403346348	NA	NA	-3.82917963918687	4.35201448427215	NA	4.05356155697516	NA	3.3914311203345	NA	NA	-4.20722276431496	NA	-4.30962264464096	4.7397512102133	-4.13923869055426	-3.68248860176097	NA	-4.25024898363423	4.47931518398821	-3.07094583935746	-4.18500354097591	-4.912785704312	NA	NA	NA	NA
cg17768491	-5.24536378651422	-5.43660452646204	-5.84945253823724	2.03071971402002	NA	NA	0.0679234988407864	0.175457543358574	NA	-5.57595805587406	NA	-0.85630884674197	NA	NA	3.6447307810706	NA	4.08112750120189	4.40603387816298	-5.03833985639688	-4.71305641706107	NA	-5.07514338460919	-1.02491825217115	-5.36785456139245	-1.01303468893294	-2.73093203121649	NA	NA	NA	NA
cg13152952	-4.71513631881942	-5.1494616280205	0.52464955923665	-5.09575758933634	NA	NA	-0.0125248342812777	0.750576596769692	NA	1.84279746827512	NA	-4.78338954227681	NA	NA	3.65963250540544	NA	3.46896183199014	-4.56475269916809	-4.31563625063448	1.8718193020648	NA	2.19792531505512	-4.7718463723843	-4.94880189153475	0.124712206642744	4.81506054979045	NA	NA	NA	NA
cg18236877	-5.0445630763547	-1.99452240134275	-2.12177184781864	-4.24517391657055	NA	NA	-3.37056409343734	-3.63833256154626	NA	3.38084935575925	NA	3.08740280497307	NA	NA	3.5389875063461	NA	2.52427957902861	3.33045245080365	-4.26899208487057	-4.83968440786605	NA	-4.23398505275532	-4.95118239966115	-4.73987739361674	-4.32514026258811	3.86998594999331	NA	NA	NA	NA
cg25287257	0.230285308380777	-3.96970226419107	-4.04939597470613	-5.59943655070534	NA	NA	1.07453440786375	0.706230111787659	NA	1.47087328964982	NA	-4.74447655228847	NA	NA	3.04373308062512	NA	3.68480522782476	3.72907568940903	-5.73919410711674	1.39282288356185	NA	-1.13821123402097	-5.13276475325362	-4.0218611350771	1.04941698250501	5.17032434301658	NA	NA	NA	NA
cg01697719	-3.46752678817789	1.17001869838704	2.4399030291308	-5.30595036071789	NA	NA	1.33415059228197	1.13788202140959	NA	-5.19554783734904	NA	0.728930989829536	NA	NA	4.75725827957179	NA	-2.36012560832922	1.18977867854057	3.30176764637122	-5.29655065073583	NA	2.59782284050839	-5.17072012434174	3.40661877890162	1.37078959591792	5.4906017418326	NA	NA	NA	NA
cg07703462	-1.430055295216	-0.852096448239013	-3.02456063892713	-4.83682384148385	NA	NA	-5.43810107474855	-5.54579594973668	NA	2.20513586115315	NA	1.12129571072713	NA	NA	1.7200459533937	NA	-5.52873725927332	5.26005985187367	-5.26775232728671	-2.47840156736554	NA	-5.4037986574887	4.80035133224435	-4.55581297078098	-0.557138552692156	-3.87279094789582	NA	NA	NA	NA
cg05353869	-1.19595858863879	0.250457871179596	-4.13088723974866	0.157640940447556	NA	NA	0.106527443864637	-4.89669139338646	NA	3.55025491722534	NA	-4.95235522354178	NA	NA	3.7738954100296	NA	4.21458716192198	4.47786331573598	3.92166211029269	2.25402982614002	NA	-3.88581635476437	4.72672260239042	2.84980752758064	2.21532459823954	-4.81059899007457	NA	NA	NA	NA
cg16876647	1.60048555735129	0.983151914521743	2.70798269851607	4.03944833776807	NA	NA	2.52537989919717	3.42392499498682	NA	2.74369470807911	NA	3.29847535968218	NA	NA	-5.12695052377082	NA	-5.22829163748799	4.92475506879934	1.80436059998882	3.48504057601732	NA	-4.7458742331575	4.73098420624392	4.09195155153666	2.67992184286009	-4.92334603854769	NA	NA	NA	NA
cg06747432	-5.29388738496444	-4.22479810667956	-2.58398394452801	1.76640116268485	NA	NA	-4.94290113523991	-2.00278113005017	NA	1.16484845706998	NA	2.04522033141432	NA	NA	3.87230443657204	NA	2.82915152064347	4.44048556632714	-2.9833418643525502	-4.34935420910681	NA	-5.11571257169447	3.59946732346341	1.41331824664426	-4.64231644415347	-4.110831903822	NA	NA	NA	NA
cg11976222	-4.6959497741372	-4.5558737533709	-4.7569451723919	-4.59085653392756	NA	NA	-4.49704186484355	-4.35011780227091	NA	-4.76562842306192	NA	2.77444714193598	NA	NA	3.63727647252053	NA	4.07536828094616	-4.42309841045784	-4.62916975260074	-4.50099352471536	NA	-4.53222579995544	-4.50144732339022	-4.69323876386969	-4.60448428849064	4.57947383909878	NA	NA	NA	NA
cg22399133	-2.99219704629151	-2.24641275547143	1.065262736013	-4.18906800022773	NA	NA	-4.30235671328352	-4.33309415268834	NA	2.16949570360663	NA	2.70412678262157	NA	NA	4.76663562199552	NA	4.25087707965224	4.80169181414078	-5.14219200685602	0.435306997775794	NA	-4.45380964755705	3.53378666616113	-2.35106389910398	1.07672869725886	-3.30133169773068	NA	NA	NA	NA
cg26975184	4.47287190019261	-1.08994646203692	0.196677337526895	-3.89755930694118	NA	NA	1.04601467299747	3.42479901820217	NA	-2.8085193215813	NA	-2.57737842185412	NA	NA	4.60793668323265	NA	4.80938348144352	4.19914623062661	-3.60110466321263	2.28834082454246	NA	3.22193508559445	-4.83707723053399	-3.29397205230094	3.92076689642327	5.19481546255211	NA	NA	NA	NA
cg07035145	-6.10375818023381	-4.93410911533643	0.0595372217307391	-1.45465580152832	NA	NA	-6.10097391953305	-5.90820982312864	NA	1.13292619152941	NA	1.0508132422836	NA	NA	3.12876514365464	NA	-2.24064417743514	3.44023947252047	-5.34845824269	-5.79698789066705	NA	-6.11817542312437	0.442149852258228	-5.88692429991128	-5.90072138588197	-6.06914212901389	NA	NA	NA	NA
cg12396325	-5.58515250623919	-3.30731169882742	1.07867025880857	-5.3211915985845	NA	NA	-5.76978883607357	-4.52098409986783	NA	1.15111594952544	NA	1.21700243987036	NA	NA	2.62848973880431	NA	3.30889022380109	2.78489726548696	-2.86743953382091	-5.64327538957816	NA	-5.3416364660587	-5.52722617590535	-5.53406761132874	-5.53833934212798	-5.85688104200231	NA	NA	NA	NA
cg21126344	-4.71613095257405	1.0327200769268	-4.10315761965877	-4.06793518138561	NA	NA	-4.69685345798651	-4.34442591775087	NA	3.26661283032854	NA	-3.68522611626167	NA	NA	4.61159193912442	NA	-4.45575605604254	4.48375319724954	-2.68798609973159	-4.78203297399349	NA	-4.82091642140222	-4.1482175774342	2.46807648384961	-4.87992186865126	-4.85379128323022	NA	NA	NA	NA
cg26777729	-4.75830586561832	-2.09004257414843	2.00949063384604	-3.98152090938863	NA	NA	-4.52449198404716	-2.94412053818877	NA	2.54919058859284	NA	2.09415186433855	NA	NA	3.88881868229069	NA	4.12283259081771	4.20543753246885	-4.44364086599222	-4.48016452457997	NA	-4.46412047532375	3.82124789438236	-0.733586341776947	-3.82993396338173	-0.298885143352407	NA	NA	NA	NA
cg06560887	-5.58029826866087	-5.46707044601484	-5.52401856151188	-5.4202691375624	NA	NA	-5.43635664486209	-5.44291813787219	NA	-5.50716913535944	NA	2.36640349685268	NA	NA	4.11852708657576	NA	-1.37806523309983	4.30801056773131	-5.51684881482063	-0.405805409590023	NA	-5.12704133885075	-5.54241866651288	-5.44249468494707	-4.89007615726412	-5.25623946747155	NA	NA	NA	NA
cg11601252	-0.159193039041487	-0.194356717413245	1.18416689077698	1.9780381078035	NA	NA	-5.98885001896567	1.14242401080208	NA	1.26369067687088	NA	1.89355719154503	NA	NA	-1.18298913438004	NA	-6.05084687578109	3.7284652394009	0.534773931245061	-5.59188634584877	NA	1.13223007453824	2.5704759259272	-5.7514700617037	-5.81518225992759	-5.62879871333726	NA	NA	NA	NA
cg17489690	3.17161182619535	4.1766775549188	0.937478241568665	4.47358035282808	NA	NA	4.24495577449098	4.80020768916701	NA	4.95302889576906	NA	4.50781326804912	NA	NA	-3.56796474436658	NA	-4.6988790652898	4.35693203611639	4.76440910176651	-1.42345797105298	NA	-1.3682627673944	2.4947948789279	4.60794001488659	3.25366378110029	-5.15517091301505	NA	NA	NA	NA
cg03011535	1.47353498658049	-6.56839593610894	-6.50645032168974	-5.3172621003608604	NA	NA	0.590164494008625	-6.58035449696971	NA	0.215336325728089	NA	-0.278899290437389	NA	NA	1.84408686663467	NA	2.56804535258231	-0.220763470039004	-0.212854632979453	-1.25614897929288	NA	0.760032211578756	-6.62391511567081	-6.15094219369664	-6.60634445604402	-0.0943709842317652	NA	NA	NA	NA
cg15628518	-6.25804395770801	0.75101013366728	1.48390656520293	2.50223050411907	NA	NA	-2.09651142979983	0.753181871966004	NA	1.90615257037057	NA	2.19794037639479	NA	NA	0.538150498841729	NA	-6.09597636625135	4.21558468183841	1.01968827918176	-5.85044712160626	NA	-5.68943870193562	3.46090110909302	1.49631808178673	0.438077620694397	-4.28083349694444	NA	NA	NA	NA
cg07482202	-0.0688220429294096	-3.66512803489326	-6.04721094582511	-6.00421124204799	NA	NA	0.56844821870002	-0.366370072539027	NA	0.998392701307445	NA	-5.41364111862344	NA	NA	1.89352305422422	NA	2.41925732301916	2.27707268989781	-6.43226992474665	-1.70517471630542	NA	0.304708509544094	-5.68248562056182	-6.18898573242109	-0.265792026177272	3.78770658029121	NA	NA	NA	NA
cg26228266	-5.33404899184508	-5.0507898741714	0.266901355793612	-3.11306679893932	NA	NA	1.03038034383909	-3.11697597084765	NA	2.25039072242278	NA	-0.747263997613348	NA	NA	4.40093691709148	NA	3.70730245269449	1.08411380161968	-5.27190789920645	-0.554753822728312	NA	-4.88681581584616	-0.608834437003721	-5.15014114221984	1.20696268439141	5.34395894414001	NA	NA	NA	NA
cg04401986	-1.57183126913807	-2.12971148466228	1.75063399767828	3.06807340897822	NA	NA	-0.768521142564082	2.10032444239347	NA	0.980473370952534	NA	1.84465042372658	NA	NA	-5.40880123056241	NA	-5.53319167921689	4.673997113685	3.61876960615279	-0.608736716402178	NA	1.22707979233121	4.29732643665555	1.62283535422202	-5.353451529563	-5.97626044770315	NA	NA	NA	NA
cg13773247	3.05586369387759	2.41655425330136	2.95554293256873	4.04623852031727	NA	NA	3.14544716898177	3.54951362224926	NA	4.09861252890454	NA	3.51144164703158	NA	NA	-4.51300702129195	NA	-4.8445969729624	4.40121510092293	4.2676116273056	-1.18901756901712	NA	3.64548860407106	3.82332714360386	3.16603574596237	-3.64550498203381	-4.99566082816983	NA	NA	NA	NA
cg10002850	4.51333735690486	0.2633458710704	-0.379772580563804	1.34398728860103	NA	NA	5.00884781369981	5.57352519651852	NA	5.5630471891461	NA	-1.00967917840674	NA	NA	5.43122665137563	NA	5.53056446306227	-5.84081312096034	-1.92130462239407	2.83415734023741	NA	5.27912474076985	5.01252565981854	-1.92710114475235	3.42740010887105	6.05312168387452	NA	NA	NA	NA
cg05797770	4.54746457435295	1.32577130195356	4.02599858773358	4.7950992069867	NA	NA	4.01466403610027	4.6569330169855	NA	4.79661478030866	NA	3.9029570266262	NA	NA	-4.22169276047642	NA	-4.60290544556223	5.26169304784615	3.79190066488866	4.84711946262836	NA	3.69830812756795	3.85141966850194	4.5121981350096	3.85056382390581	-5.46004835324512	NA	NA	NA	NA
cg12391352	1.4551859233223	-5.32845961444664	-5.20702524566168	-5.11575797427315	NA	NA	-5.27002064887741	-5.07653703481965	NA	-4.81052493029349	NA	-0.781881659896234	NA	NA	2.83718804491265	NA	3.71784066326748	-0.213514139820347	-5.25320956551767	-0.552641210304894	NA	-5.0350314531436	-5.22886057328002	-4.74734075502424	-4.31074411063703	4.04498101406789	NA	NA	NA	NA
cg13459498	1.38188945693041	-6.42173674347908	-6.43691890455406	-5.52442075385129	NA	NA	0.482949884464104	-6.37326516517749	NA	0.176127344153766	NA	-0.225695895832176	NA	NA	1.74657708402047	NA	2.26699928543128	-0.26959309575753	-0.11234739744226	-0.714553426715979	NA	0.732509429807603	-6.51180291154877	-6.21530225702651	-6.4499409464549204	0.566790061382148	NA	NA	NA	NA
cg11957331	-5.5630674388229	-4.78898115713358	-5.50026584930497	-4.36105995325084	NA	NA	-5.63012548349015	-5.58815536337098	NA	-0.166303298621099	NA	0.600726992925403	NA	NA	3.62024403358282	NA	0.547327981223266	4.91807169623305	-5.57748606171449	-5.30721115651268	NA	-5.24555407289517	-1.81268456131815	-5.45940553700126	-5.59965693126995	-5.39942226425772	NA	NA	NA	NA
cg13482308	-6.32990729876459	-0.0226242268643776	1.21351505039152	-1.94522489012256	NA	NA	-6.18558428835279	-5.67340963839826	NA	1.08172542263206	NA	1.24217685969103	NA	NA	-2.27080912824019	NA	-6.38401639073039	3.57868166464687	-6.21998587554776	-5.8026903195702	NA	-6.14689459475075	0.892497263879751	0.195787545863903	-3.18833730334771	-6.24351426089971	NA	NA	NA	NA
cg06670039	-0.45806284192587	-0.599082458838428	-2.38532211148819	-3.93417492901797	NA	NA	4.2091342456105	-3.65260636094991	NA	-2.90794246859019	NA	-3.03788749845528	NA	NA	4.20156949732665	NA	4.04207511766746	-4.24394132843571	-3.38328109394871	4.1920844153104	NA	1.8075509895769	-4.99222849524278	-4.46308438241284	4.01214233249183	-0.330428492374079	NA	NA	NA	NA
cg20739526	-5.75712709337179	-4.99614014038263	1.01657001577577	0.964549030062818	NA	NA	-5.58076101432002	1.09822353156512	NA	0.87510882870771	NA	1.5872943388219	NA	NA	-0.154649187777331	NA	-5.71810873563449	4.29018797507281	-3.21989853374314	-5.5351816093023	NA	-5.64088962844658	2.62241921643451	-1.30012747951671	-3.78952579505693	-5.78050811094549	NA	NA	NA	NA
cg20985450	-5.77747182030768	-2.37734834198498	-5.2505199273878	-5.62765471619981	NA	NA	-5.08809231329688	3.85415839495782	NA	-5.01791170331282	NA	1.23249159258003	NA	NA	1.65189076260555	NA	-0.49221428651877	-5.98925544509393	-4.17101331396262	-5.90173501631181	NA	-4.37721397336427	3.97178659544785	-4.10945571014623	-5.7835309959119	-5.86273969089335	NA	NA	NA	NA
cg15877520	-5.88736401514963	-0.744138782100075	1.06537127244158	0.625108183519437	NA	NA	-5.99615001041423	0.536490753880152	NA	1.82899898535639	NA	1.5439752770019	NA	NA	3.25154106155873	NA	-4.07805241990493	4.57194137794185	-0.402680215156725	-5.76030963470262	NA	-5.79669146894163	3.44351689585323	-2.39443441237071	-2.72940207488606	-3.40737044886148	NA	NA	NA	NA
cg14447606	-5.48840775826833	0.0763714292465717	1.28892453173511	1.32061771151595	NA	NA	-5.01258035837367	1.64702467254443	NA	1.3286031322277	NA	1.8364562111977	NA	NA	2.50182079923712	NA	-1.52933273862188	3.71036663397943	-5.26785103524674	-5.37379262930889	NA	-5.34089638971256	2.87040435031756	-4.79570466704009	-1.97741581826341	-5.3683522701623	NA	NA	NA	NA
cg22853713	-4.71846242840972	-0.585932603878815	-2.08303678134561	-3.84700553681655	NA	NA	-2.08497304492882	-2.32038082781142	NA	3.70051800458772	NA	3.33307946017158	NA	NA	4.41840070816126	NA	3.62918552763742	-2.73136657165646	-4.16128765198836	-4.12571476001508	NA	-2.05235196351474	-4.61622552475997	-4.00304880410335	-3.60208715497172	5.0609145469439	NA	NA	NA	NA
cg15550100	0.720325369424383	4.9089605389524	2.11967831547378	4.89263569222331	NA	NA	4.95718293839754	5.02381405337817	NA	4.93013737647966	NA	5.11005578313436	NA	NA	-3.47101888782856	NA	-5.01518320990229	5.29416364014544	5.11795215690009	3.55977795574726	NA	-0.805227928532017	4.27013845667368	3.74807504107898	1.91044798385711	-3.93643000886099	NA	NA	NA	NA
cg22474464	4.66372104235609	-4.68716185815054	-5.16540725973989	-5.29896606479914	NA	NA	-5.51591160136224	-4.63465690278193	NA	-4.98719163442445	NA	-5.17026001949981	NA	NA	4.25391350614525	NA	-5.64293711160967	-5.27624069285622	-5.51636273368944	-5.27330606878092	NA	2.12422867563826	-4.52226431169187	-5.43867299274809	-5.3687942617765	-5.51432752393879	NA	NA	NA	NA
cg16781647	-3.0876505302799	-5.41724085639065	-5.64062202309821	2.65918316691895	NA	NA	-5.60629941310578	-3.59400715235301	NA	-4.96812192143703	NA	-4.74992695450163	NA	NA	3.43861261762797	NA	3.99264891568245	-1.98294916312357	-5.47991970067326	-5.04452211738548	NA	-5.42467104557103	0.252884565150122	-5.09166455733537	-4.26688022029058	1.57674743189225	NA	NA	NA	NA
cg06807993	1.32852116164063	-0.493244798834846	-2.83179034567202	-4.8792553901421	NA	NA	4.2775891925287	-1.863493093211	NA	-2.82847785844582	NA	-2.2794271057167	NA	NA	4.81487119355484	NA	4.78989840929597	4.72151903589181	-2.54239533260523	1.66984985321878	NA	3.07948468001999	-4.51072573519989	-3.39066792363819	2.50074270295856	2.99823103986916	NA	NA	NA	NA
cg01543583	-4.65542227615553	2.94413498907903	2.91000625502609	0.377678173071951	NA	NA	-4.98327059574471	1.66647617565921	NA	3.65862614504142	NA	0.222502049635658	NA	NA	4.05535534311297	NA	3.9876739835072	3.62417799560772	3.52676738346531	0.851468714336903	NA	-4.94383193757472	3.2578074771226	3.23350345781807	-4.60565102063065	4.1243131944569	NA	NA	NA	NA
cg03248767	5.10591353206512	3.19777234597732	4.00407828598777	4.84934257266794	NA	NA	3.86462279894502	4.08437537093382	NA	5.003405904686	NA	-1.31254717056738	NA	NA	-1.10685893930314	NA	-2.76543156964383	-4.85149068621921	4.38460223322866	3.38176576970076	NA	3.98807515616548	-3.84499651848807	4.60107319367497	3.7808732037428	-1.9775370292156	NA	NA	NA	NA
cg03025986	0.442647662057678	-0.178562487996685	3.90273357804514	-4.65217396879756	NA	NA	3.99659290382829	2.41993834471788	NA	4.25279745688308	NA	1.56027001568722	NA	NA	5.51931343374126	NA	4.50245438427364	4.1931658286662	-3.96973835169694	4.07514482152335	NA	3.80345880813844	-4.09759431093891	-3.20908372717981	0.238483377099755	4.67283353776186	NA	NA	NA	NA
cg13434638	-5.73215603849545	-5.25437057662606	-1.71293997982875	-4.92167355736098	NA	NA	-5.56249073954214	-5.03555778617875	NA	0.897291059756325	NA	0.965673043489426	NA	NA	-2.13898371771644	NA	-5.83200164243812	4.4799779100467	-5.51561670673242	-5.53277667272941	NA	-5.44722090117285	3.30346595872853	-5.51870202978235	-5.71338662807174	-5.36398098226174	NA	NA	NA	NA
