IlmnID	Strand	UCSC_RefGene_Name	UCSC_RefGene_Accession	class
cg02836864	R			Enhancer
cg14669379	F	ADORA3	NM_001081976	Enhancer
cg04874782	R			Enhancer
cg24788034	R	GNG7	NM_052847	Enhancer
cg24667736	R	PHLDB2;PHLDB2;PHLDB2;PHLDB2	NM_145753;NM_001134437;NM_001134438;NM_001134439	Enhancer
cg09671951	R	C10orf26;C10orf26	NM_017787;NM_001083913	Enhancer
cg21547283	R			Enhancer
cg07620571	F	KCNJ3	NM_002239	Enhancer
cg14777507	F			Enhancer
cg09517106	F			Enhancer
cg07251788	F	CLTCL1;CLTCL1	NM_007098;NM_001835	Enhancer
cg01757124	R			Enhancer
cg00664697	F			Enhancer
cg11890741	F			Enhancer
cg22673999	F			Enhancer
cg19901523	F			Enhancer
cg13274077	F			Enhancer
cg09627874	R			Enhancer
cg14084907	F	TP73;TP73;TP73;TP73	NM_001126240;NM_005427;NM_001126242;NM_001126241	Enhancer
cg07044708	R			Enhancer
cg00842076	R	FOXN3;FOXN3	NM_005197;NM_001085471	Enhancer
cg16450577	F	TBCD	NM_005993	Enhancer
cg17153138	F	ARHGAP18	NM_033515	Enhancer
cg03778909	R	TBCD	NM_005993	Enhancer
cg03160883	F			Enhancer
cg16811988	R			Enhancer
cg03315407	F	ANKH	NM_054027	Enhancer
cg07254421	R	SLC1A3;SLC1A3	NM_004172;NM_001166695	Enhancer
cg14265043	R	ELK3	NM_005230	Enhancer
cg03525385	R	KCND3;KCND3	NM_172198;NM_004980	Enhancer
cg21946006	R			Enhancer
cg23416081	F	FKBP5	NM_001145775	Enhancer
cg12671632	R			Enhancer
cg26692463	R			Enhancer
cg00610991	R	SLC8A1	NM_001112802	Enhancer
cg09674500	R			Enhancer
cg14515996	F			Enhancer
cg02315096	F			Enhancer
cg25219329	F			Enhancer
cg19262637	F			Enhancer
cg14580747	F			Enhancer
cg26065488	F	TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK	NM_001161563;NM_001161566;NM_001161560;NR_027767;NM_001161565;NM_001161561;NM_015028;NM_001161562;NM_001161564	Enhancer
cg03142697	R	RUNX1;RUNX1;RUNX1	NM_001001890;NM_001122607;NM_001754	Enhancer
cg09476092	F			Enhancer
cg21371809	F	FRMD4A	NM_018027	Enhancer
cg00594040	F			Enhancer
cg20530855	F			Enhancer
cg02915920	R	ABL1;ABL1	NM_005157;NM_007313	Enhancer
cg00466116	F			Enhancer
cg04941246	F	WNT5A	NM_003392	Enhancer
cg23288838	R			Enhancer
cg13951664	F	SAMSN1	NM_022136	Enhancer
cg04628369	R	PMEPA1;PMEPA1;PMEPA1;PMEPA1	NM_199171;NM_199170;NM_199169;NM_020182	Enhancer
cg06930722	F	CHST11	NM_018413	Enhancer
cg20596329	F			Enhancer
cg02858512	R	SMG6;SMG6	NM_017575;NM_001170957	Enhancer
cg10100887	F	PMEPA1;PMEPA1;PMEPA1;PMEPA1	NM_199171;NM_199170;NM_199169;NM_020182	Enhancer
cg13861904	F	NOTCH1	NM_017617	Enhancer
cg06633438	F	MLLT1	NM_005934	Enhancer
cg20663376	F	TRPM1	NM_002420	Enhancer
cg15052447	R	MXRA7;MXRA7;MXRA7	NM_001008528;NM_001008529;NM_198530	Enhancer
cg15855924	R	ANKRD10	NM_017664	Enhancer
cg15867652	R	BAIAP2;BAIAP2;BAIAP2;BAIAP2	NM_017450;NM_006340;NM_001144888;NM_017451	Enhancer
cg21229979	F	LOC285796	NR_028390	Enhancer
cg03162779	R			Enhancer
cg04486778	F			Enhancer
cg04849985	F	GNG12	NM_018841	Enhancer
cg20155875	F	WIPI1	NM_017983	Enhancer
cg07595602	F			Enhancer
cg02647684	F	RNASE12	NM_001024822	Enhancer
cg01262133	R			Enhancer
cg08276755	F			Enhancer
cg14845689	F	EMX2;EMX2	NM_001165924;NM_004098	Enhancer
cg25358770	R			Enhancer
cg01561304	R	COL23A1	NM_173465	Enhancer
cg00188748	F	FPGS;FPGS	NM_001018078;NM_004957	Enhancer
cg01620611	F	CDC42EP4	NM_012121	Enhancer
cg12600030	R	FSCN1	NM_003088	Enhancer
cg20981219	R			Enhancer
cg04554576	R	SATB2	NM_015265	Enhancer
cg04821520	R			Enhancer
cg05288172	R			Enhancer
cg18947951	F			Enhancer
cg14676272	F			Enhancer
cg13601435	F			Enhancer
cg08216099	F	PXDN	NM_012293	Enhancer
cg01347682	F	MAML3	NM_018717	Enhancer
cg27123859	R			Enhancer
cg01408363	F			Enhancer
cg07787666	R			Enhancer
cg16711650	R			Enhancer
cg09412707	F			Enhancer
cg10862567	R	TBCD	NM_005993	Enhancer
cg27335649	R			Enhancer
cg07679370	R			Enhancer
cg12279125	R			Enhancer
cg24401262	F			Enhancer
cg13252700	F			Enhancer
cg02319318	F	ZNF704	NM_001033723	Enhancer
cg14871225	R	CXXC5	NM_016463	Enhancer
cg12232388	F			Enhancer
cg06873024	F			Enhancer
cg03735592	R	NHSL1;NHSL1	NM_001144060;NM_020464	Enhancer
cg19100169	F	CCNJL	NM_024565	Enhancer
cg14663177	R	C2orf58	NR_027252	Enhancer
cg08922308	F	MIR492	NR_030171	Enhancer
cg04261952	F			Enhancer
cg03604011	F	AHRR	NM_020731	Enhancer
cg20740711	F			Enhancer
cg02505454	F			Enhancer
cg02454806	R	LRFN5	NM_152447	Enhancer
cg16046214	F	RANBP17	NM_022897	Enhancer
cg03179435	F	FRMD4A	NM_018027	Enhancer
cg13608414	F			Enhancer
cg20462512	F	NTF3	NM_001102654	Enhancer
cg20282941	F			Enhancer
cg09567048	R			Enhancer
cg03875819	F			Enhancer
cg18634758	R			Enhancer
cg04489069	R	UST	NM_005715	Enhancer
cg26673436	F			Enhancer
cg13436155	F			Enhancer
cg21686890	R			Enhancer
cg16719148	R			Enhancer
cg13369952	F	JAKMIP2	NM_014790	Enhancer
cg01481159	F			Enhancer
cg18537454	F			Enhancer
cg09183124	F			Enhancer
cg22729681	F	PBX1	NM_002585	Enhancer
cg06677416	F			Enhancer
cg25638993	F	KCNQ2;KCNQ2;KCNQ2;KCNQ2;KCNQ2	NM_172108;NM_172106;NM_172107;NM_172109;NM_004518	Enhancer
cg09978533	R			Enhancer
cg10764101	R	GPC1	NM_002081	Enhancer
cg04547675	R	SPON1	NM_006108	Enhancer
cg14981189	F			Enhancer
cg27423216	R	NTF3	NM_001102654	Enhancer
cg27240158	R	TEAD1	NM_021961	Enhancer
cg11668813	F			Enhancer
cg18602928	F	TBCD	NM_005993	Enhancer
cg03019033	R	LRP2	NM_004525	Enhancer
cg22632523	F			Enhancer
cg02734358	R	GPRIN3	NM_198281	Enhancer
cg01354879	F	ME1	NM_002395	Enhancer
cg03280622	R	PLEC1;PLEC1;PLEC1;PLEC1	NM_000445;NM_201378;NM_201379;NM_201380	Enhancer
cg08767182	R			Enhancer
cg19418318	F	MYO9B;MYO9B	NM_001130065;NM_004145	Enhancer
cg23032184	R			Enhancer
cg01066472	F			Enhancer
cg16423499	R	MARCH1;MARCH1	NM_001166373;NM_017923	Enhancer
cg14360663	R	FAM129B;FAM129B	NM_022833;NM_001035534	Enhancer
cg20873416	F			Enhancer
cg02762475	F	SLC12A7	NM_006598	Enhancer
cg23958704	R			Enhancer
cg05396212	F	KRT19	NM_002276	Enhancer
cg16034168	F	ACOT7;ACOT7;ACOT7;ACOT7	NM_181864;NM_181865;NM_007274;NM_181866	Enhancer
cg19578660	R			Enhancer
cg14679780	R	ZBTB7A	NM_015898	Enhancer
cg14478255	F	TPO;TPO;TPO;TPO	NM_175719;NM_000547;NM_175721;NM_175722	Enhancer
cg15498451	F			Enhancer
cg10606620	F			Enhancer
cg01009920	R			Enhancer
cg16835101	F			Enhancer
cg24017800	R			Enhancer
cg12992827	F			Enhancer
cg20808234	R			Enhancer
cg10158280	R	MYO1D	NM_015194	Enhancer
cg00163541	R			Enhancer
cg26125690	R	DLC1;DLC1	NM_182643;NM_024767	Enhancer
cg14481454	R			Enhancer
cg26615127	R	DNAJC6	NM_014787	Enhancer
cg18052528	R	TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK;TNIK	NM_001161563;NM_001161566;NM_001161560;NM_001161565;NM_001161561;NM_015028;NM_001161562;NM_001161564	Enhancer
cg05085500	F			Enhancer
cg00531137	F			Enhancer
cg04825872	R	UST	NM_005715	Enhancer
cg02421734	F	LILRB4;LILRB4	NM_006847;NM_001081438	Enhancer
cg06861841	R	AHNAK	NM_024060	Enhancer
cg26454724	R	FAT1	NM_005245	Enhancer
cg20281962	R			Enhancer
cg03955537	F	TBCD	NM_005993	Enhancer
cg20178976	F			Enhancer
cg21723861	F			Enhancer
cg18693051	R	SBNO2	NM_014963	Enhancer
cg23501051	R	LOC100126784;NAV2;NAV2;NAV2	NR_015384;NM_182964;NM_001111018;NM_145117	Enhancer
cg00685014	F	AHNAK	NM_024060	Enhancer
cg00314029	F	RBMS1;RBMS1	NM_002897;NM_016836	Enhancer
cg08461097	R			Enhancer
cg12146829	F	SLC12A7	NM_006598	Enhancer
cg15611151	R	HOXC4;HOXC5;HOXC6	NM_014620;NR_003084;NM_153693	Enhancer
cg00058291	F			Enhancer
cg16470319	F			Enhancer
cg04371726	R			Enhancer
cg05259836	F			Enhancer
cg04084786	F			Enhancer
cg04208124	R	AHNAK	NM_024060	Enhancer
cg09719269	R			Enhancer
cg02392634	F	ANK1	NM_001142446	Enhancer
cg04887675	F	COL4A1	NM_001845	Enhancer
cg17061862	F			Enhancer
cg14529474	R	LPHN2	NM_012302	Enhancer
cg08278357	R			Enhancer
cg16704703	R			Enhancer
cg10373607	F	TSHZ2	NM_173485	Enhancer
cg10194729	F	PDE6B;PDE6B	NM_000283;NM_001145291	Enhancer
cg17852385	F	CYP1A1	NM_000499	Enhancer
cg12573318	R	COL4A2	NM_001846	Enhancer
cg21844029	F	SFTA3	NM_001101341	Enhancer
cg22932808	R			Enhancer
cg10892950	F	ANO6;ANO6;ANO6	NM_001142679;NM_001142680;NM_001025356	Enhancer
cg07470207	F			Enhancer
cg20938699	F	LHX1	NM_005568	Enhancer
cg14566624	R	GPR153	NM_207370	Enhancer
cg13984289	F	MYH13	NM_003802	Enhancer
cg26870192	F	SLC35D3	NM_001008783	Enhancer
cg19250799	R			Enhancer
cg05493580	R			Enhancer
cg13415073	R			Enhancer
cg00466108	R	DNAJC6	NM_014787	Enhancer
cg06055229	R	ZNF608	NM_020747	Enhancer
cg08786026	F			Enhancer
cg26846424	R	PRDM16;PRDM16	NM_022114;NM_199454	Enhancer
cg01484686	R			Enhancer
cg27449150	F			Enhancer
cg09994323	R	FOXN2	NM_002158	Enhancer
cg01152624	R			Enhancer
cg25272143	R	AHNAK	NM_024060	Enhancer
cg05952202	R			Enhancer
cg04456219	F			Enhancer
cg16371082	R	AMOTL2	NM_016201	Enhancer
cg05784148	F			Enhancer
cg01329010	F	LRP2	NM_004525	Enhancer
cg00479240	F	KIAA1462	NM_020848	Enhancer
cg08206881	F			Enhancer
cg24206827	R			Enhancer
cg00430613	F			Enhancer
cg11760500	F	ETS1;ETS1;ETS1	NM_001143820;NM_001162422;NM_005238	Enhancer
cg11303988	F	CSGALNACT1;CSGALNACT1;CSGALNACT1	NM_018371;NM_001130518;NR_024040	Enhancer
cg26891211	R			Enhancer
cg04352272	R			Enhancer
cg07324702	R	PCSK6;PCSK6;PCSK6;PCSK6	NM_002570;NM_138320;NM_138319;NM_138321	Enhancer
cg26008007	F			Enhancer
cg24146100	R	DOCK9;DOCK9	NM_015296;NM_001130049	Enhancer
cg00351554	F			Enhancer
cg16292885	F			Enhancer
cg10553088	F	CADM1;CADM1	NM_001098517;NM_014333	Enhancer
cg00777079	R	SERPINF1	NM_002615	Enhancer
cg13506288	R	PWWP2B;PWWP2B	NM_138499;NM_001098637	Enhancer
cg11994229	F	FMNL2	NM_052905	Enhancer
cg15712777	F	ARSB;ARSB	NM_000046;NM_198709	Enhancer
cg21594702	F	VCAN;VCAN;VCAN;VCAN	NM_004385;NM_001164097;NM_001126336;NM_001164098	Enhancer
cg25524962	R	GJA3	NM_021954	Enhancer
cg23166590	F			Enhancer
cg23970275	R	KLF7	NM_003709	Enhancer
cg24251193	R	CRABP2	NM_001878	Enhancer
cg21075680	R			Enhancer
cg01540595	F			Enhancer
cg20216309	R			Enhancer
cg03564727	R	KCNA7	NM_031886	Enhancer
cg00675336	R			Enhancer
cg04573661	R	AASDH	NM_181806	Enhancer
cg15222899	F			Enhancer
cg26915329	F			Enhancer
cg03326410	R			Enhancer
cg07586956	R			Enhancer
cg18794809	F			Enhancer
cg14488390	R	AKAP2;PALM2-AKAP2;PALM2-AKAP2	NM_001004065;NM_147150;NM_007203	Enhancer
cg15429214	R			Enhancer
cg08288016	R	FAT1	NM_005245	Enhancer
cg19251656	F			Enhancer
cg00088183	R			Enhancer
cg02493846	F	LOC100132111	NR_024237	Enhancer
cg06776898	F			Enhancer
cg00178850	F	EDARADD;EDARADD	NM_080738;NM_145861	Enhancer
cg24729879	F	IL6ST;IL6ST	NM_002184;NM_175767	Enhancer
cg04256834	R	OPCML;OPCML	NM_002545;NM_001012393	Enhancer
cg16661744	F	MARCH10;MARCH10	NM_001100875;NM_152598	Enhancer
cg19880942	R	C8orf34	NM_052958	Enhancer
cg22976832	R			Enhancer
cg12152651	F			Enhancer
cg27109043	F			Enhancer
cg24939196	F			Enhancer
cg07220152	F			Enhancer
cg22626683	R			Enhancer
cg08486903	R	SMURF1;SMURF1	NM_020429;NM_181349	Enhancer
cg24166450	R			Enhancer
cg17261676	F			Enhancer
cg05205532	R	LITAF;LITAF;LITAF;LITAF	NM_001136473;NM_001136472;NR_024320;NM_004862	Enhancer
cg25353436	F			Enhancer
cg22088219	F			Enhancer
cg12369353	R			Enhancer
cg04640972	R			Enhancer
cg26116326	R			Enhancer
cg25947489	F			Enhancer
cg05998295	R	XPO7;XPO7	NM_001100161;NM_015024	Enhancer
cg01799671	R	CMIP;CMIP	NM_030629;NM_198390	Enhancer
cg16301894	F			Enhancer
cg11889692	R			Enhancer
cg26979537	R	NAPA	NM_003827	Enhancer
cg13327545	R			Enhancer
cg03801183	F	GIMAP7	NM_153236	Enhancer
cg08582840	R	ABR;ABR;ABR	NM_021962;NM_001092;NM_001159746	Enhancer
cg03274456	F	AHNAK	NM_024060	Enhancer
cg06038342	F	RASA3	NM_007368	Enhancer
cg00157012	F	DOCK5	NM_024940	Enhancer
cg07475000	R	RAPGEF5	NM_012294	Enhancer
cg21453451	R	SOX2OT	NR_004053	Enhancer
cg06009267	R	EPPK1	NM_031308	Enhancer
cg17618327	F	MAD1L1;MAD1L1;MAD1L1	NM_003550;NM_001013837;NM_001013836	Enhancer
cg01213447	R	NR2F2	NM_001145155	Enhancer
cg26788216	F	IL1RL2	NM_003854	Enhancer
cg25295329	R			Enhancer
cg01012713	F			Enhancer
cg19628988	F	CXXC5	NM_016463	Enhancer
cg11815473	R			Enhancer
cg20162652	R	IRAK3;IRAK3	NM_001142523;NM_007199	Enhancer
cg14765959	R			Enhancer
cg25493948	F	FMN1	NM_001103184	Enhancer
cg14030346	R	CADM1;CADM1	NM_001098517;NM_014333	Enhancer
cg19672993	R	AUTS2;AUTS2	NM_015570;NM_001127231	Enhancer
cg12679308	R	CUX1;CUX1;CUX1	NM_181500;NM_181552;NM_001913	Enhancer
cg05895376	R			Enhancer
cg14094027	F	PXN;PXN;PXN	NM_025157;NM_001080855;NM_002859	Enhancer
cg18625916	R			Enhancer
cg24100671	R			Enhancer
cg16190265	F	PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B	NM_001164759;NM_001164762;NM_001164758;NM_001164760;NM_001164761;NM_002735	Enhancer
cg09460553	R			Enhancer
cg23172545	R			Enhancer
cg10257110	R			Enhancer
cg05795849	F	ITPR1;ITPR1;ITPR1;EGOT	NM_002222;NM_001099952;NM_001168272;NR_004428	Enhancer
cg03563630	R	PPP1R16B	NM_015568	Enhancer
cg00147172	F			Enhancer
cg08608663	R			Enhancer
cg12101586	F	CYP1A1	NM_000499	Enhancer
cg26237168	F	XKR6	NM_173683	Enhancer
cg17933512	R			Enhancer
cg01507342	R	PITPNC1;PITPNC1	NM_181671;NM_012417	Enhancer
cg24607755	R	LDLRAD3	NM_174902	Enhancer
cg19811934	R	SLC24A4;SLC24A4;SLC24A4	NM_153647;NM_153648;NM_153646	Enhancer
cg10861897	R			Enhancer
cg01558916	F			Enhancer
cg22677556	R	TNFRSF1B	NM_001066	Enhancer
cg10897459	F			Enhancer
cg27136844	R			Enhancer
cg23229770	R			Enhancer
cg12574576	F			Enhancer
cg16527418	F			Enhancer
cg00499837	F	PVRL1;PVRL1	NM_002855;NM_203285	Enhancer
cg22202558	F	CUX1;CUX1;CUX1	NM_181500;NM_181552;NM_001913	Enhancer
cg26011222	R			Enhancer
cg18672030	R	RELL1;RELL1	NM_001085400;NM_001085399	Enhancer
cg26251506	R	DLX6AS	NR_015448	Enhancer
cg06637812	R			Enhancer
cg08469491	F			Enhancer
cg21061071	F	FAT1	NM_005245	Enhancer
cg22676401	F			Enhancer
cg10986412	F	TPPP	NM_007030	Enhancer
cg23058435	F	SFTA3	NM_001101341	Enhancer
cg22681001	R			Enhancer
cg06811478	R	XKR6	NM_173683	Enhancer
cg04311403	F	EDARADD;EDARADD	NM_080738;NM_145861	Enhancer
cg06511312	F	MEGF6	NM_001409	Enhancer
cg06267617	R	DNM3;DNM3	NM_015569;NM_001136127	Enhancer
cg13529733	F			Enhancer
cg12821539	R			Enhancer
cg04465078	R	NDE1;NDE1	NM_017668;NM_001143979	Enhancer
cg19039481	F			Enhancer
cg05152300	R	XYLT1	NM_022166	Enhancer
cg17656763	R			Enhancer
cg26946821	R			Enhancer
cg26244616	R			Enhancer
cg18980148	F	ST3GAL1;ST3GAL1	NM_003033;NM_173344	Enhancer
cg04999637	R			Enhancer
cg14669361	R	TNXB	NM_019105	Enhancer
cg25375162	R			Enhancer
cg02525108	R			Enhancer
cg10985914	R	ATF3	NM_001030287	Enhancer
cg18678645	R	MIR886	NR_030583	Enhancer
cg16727774	R	CA5A	NM_001739	Enhancer
cg01017395	R			Enhancer
cg20727124	F	C21orf130	NR_024100	Enhancer
cg16001422	R	PLEC1;PLEC1;PLEC1;PLEC1	NM_000445;NM_201378;NM_201379;NM_201380	Enhancer
cg07283896	F			Enhancer
cg26226555	F	SLC9A9	NM_173653	Enhancer
cg08215318	F			Enhancer
cg13306815	F			Enhancer
cg10582860	F			Enhancer
cg11095743	F			Enhancer
cg15165154	F	CXXC5	NM_016463	Enhancer
cg27377863	F	TPM4;TPM4	NM_001145160;NM_003290	Enhancer
cg02627227	F	AGPAT4	NM_020133	Enhancer
cg15908921	R			Enhancer
cg10036013	F	FOXK1	NM_001037165	Enhancer
cg07775417	F	AGPAT9	NM_032717	Enhancer
cg07537821	R	CRTAM	NM_019604	Enhancer
cg25884399	R	GPSM1	NM_001145638	Enhancer
cg25181684	F	SH3PXD2A	NM_014631	Enhancer
cg19680850	F	ZC3H12A	NM_025079	Enhancer
cg22073152	F	PTPRC;PTPRC;PTPRC;PTPRC	NM_080922;NM_002838;NM_080923;NM_080921	Enhancer
cg03650674	F	GRHL2	NM_024915	Enhancer
cg12415479	R	PLXND1	NM_015103	Enhancer
cg27125849	F			Enhancer
cg23277693	F			Enhancer
cg11909137	R	SMAD7	NM_005904	Enhancer
cg04601957	F			Enhancer
cg07626366	R			Enhancer
cg26063904	F			Enhancer
cg00787780	R			Enhancer
cg13753488	F	RALGDS	NM_001042368	Enhancer
cg06808011	F	ZNF200;ZNF200;ZNF200;ZNF200;ZNF200;ZNF200	NM_001145446;NM_198087;NM_003454;NM_001145447;NM_001145448;NM_198088	Enhancer
cg06132727	R			Enhancer
cg15140902	F	FLJ22536	NR_015410	Enhancer
cg09570682	F			Enhancer
cg06968912	F	PTRF	NM_012232	Enhancer
cg03283282	F	RBM47	NM_001098634	Enhancer
cg08939850	R	RPTOR;RPTOR	NM_001163034;NM_020761	Enhancer
cg05514909	F			Enhancer
cg06109482	F			Enhancer
cg16673477	R	CRTC1;CRTC1	NM_015321;NM_001098482	Enhancer
cg21536585	R			Enhancer
cg21268984	F	RERE;RERE	NM_012102;NM_001042681	Enhancer
cg05484949	F			Enhancer
cg10813980	F	FAM49A	NM_030797	Enhancer
cg25004840	R			Enhancer
cg07401516	F			Enhancer
cg23099587	R			Enhancer
cg02794358	R	SPTBN1;SPTBN1	NM_178313;NM_003128	Enhancer
cg03396103	F			Enhancer
cg20065768	F			Enhancer
cg00907267	R	ERBB3;ERBB3	NM_001005915;NM_001982	Enhancer
