probe	SRR7646229	SRR7646230	SRR7646231	SRR7646232	SRR7646233	SRR7646234	SRR7646235	SRR7646236	SRR7646237	SRR7646238	SRR7646239	SRR7646240	SRR7646241	SRR7646242	SRR7646243	SRR7646244	SRR7646245	SRR7646246	SRR7646247	SRR7646248	SRR7646249	SRR7646250	SRR7646251	SRR7646252	SRR7646253	SRR7646254	SRR7646255	SRR7646256	SRR7646257	SRR7646258
cg02616947	-5.86936589428368	-5.50116669640648	-5.64470639191236	-5.56113504996708	NA	NA	-5.8751869437868	-5.76403502845604	NA	-0.0460796476389387	NA	-3.42841272672	NA	NA	2.72344328353342	NA	3.38956547201455	3.08203057864034	-5.82291734002036	-3.32670426710975	NA	-5.62578184973703	-5.88481063962039	-5.16877805249983	-1.68336903414136	1.3128644003399501	NA	NA	NA	NA
cg11749010	-3.29163803498271	-2.88948411616666	2.48107951806175	-0.986811005831295	NA	NA	-3.67204037648496	-2.25202852528418	NA	1.34973694373484	NA	0.966320513213925	NA	NA	3.17487348636414	NA	4.18942466702441	5.5075218315745	-0.755778108183819	-5.14365025758436	NA	-4.76160986976184	-5.21235607484124	0.077434942325237	-4.64752524949209	-5.77672957825665	NA	NA	NA	NA
cg21570209	-4.72871270522418	-2.1306186854998	1.97798808465511	2.35422899501186	NA	NA	-4.21256270949126	1.1572155524962	NA	1.9780089990163	NA	2.21884953223813	NA	NA	-5.29970364625838	NA	-5.40474157190604	3.4618788171135	1.28107107126403	-4.63374368645832	NA	-4.55701795803567	3.60238121686522	-1.07728646910459	-4.66259626373132	-5.43302427516159	NA	NA	NA	NA
cg25556905	-5.68901189407154	-5.21518665178297	-0.0971298740948372	-3.63839656036885	NA	NA	-5.41422929984032	-1.13240022989789	NA	0.0790465610998837	NA	-0.93737993868947	NA	NA	3.009974965834	NA	-4.63046801321897	3.64789286736093	-5.86399110503219	-5.76950763095807	NA	-5.57848929947286	3.50886405223143	-5.45073846825988	-5.15085457582957	-5.93760063071477	NA	NA	NA	NA
cg21577472	0.0830020954391726	-5.13350707799785	-5.20157957503347	-5.64364336116546	NA	NA	-1.50765644391906	-5.56911984357581	NA	-6.16524782365252	NA	-1.2776824785744	NA	NA	1.07663586727981	NA	3.42951271177574	-5.61126378483676	-3.09865577890017	-0.406277097085459	NA	-4.09284146808631e-4	-4.8745440354632	-5.81447547818472	0.57106792667272	5.20402269936439	NA	NA	NA	NA
cg24578857	4.82175707688359	1.04928090426247	3.23930540478536	-0.452440349418973	NA	NA	2.54361897256361	1.65957626574431	NA	-4.06042729555804	NA	-3.74995133305867	NA	NA	4.5000587822509	NA	4.7165938345382	-4.85664906518519	0.43598621063694	2.4229339935878502	NA	4.12041435215284	-4.90258701825028	-0.786706456634143	3.2729865884418	5.44136372302126	NA	NA	NA	NA
cg06045337	-4.05123588502289	-4.30145132053166	2.00341853456795	0.528074063776038	NA	NA	-4.90890826899339	-5.64414807065748	NA	0.898453302843415	NA	1.24192602221544	NA	NA	-5.54546049562877	NA	-5.68878116593218	3.6297233119034	-5.5436311977575	-5.69788652510839	NA	-5.42093987975881	2.11917648196068	-5.35203683772569	-5.52334500048741	-5.69340322901983	NA	NA	NA	NA
cg16215203	-5.32724590381212	-3.99284036816434	0.393884058753086	-2.17101435036546	NA	NA	-5.07339087469354	-0.206319943444618	NA	-0.00540355610519949	NA	-0.0204369381542907	NA	NA	3.44671385341936	NA	-3.05993214932097	4.89747726459835	-5.23920188910521	-3.90777603548365	NA	-4.79241616581391	3.83935767538901	-4.77537655649773	-4.87029991818617	-5.70996477128334	NA	NA	NA	NA
cg02457623	-6.2440885308466	-6.32740106281163	-5.49361535693521	-6.23723153414964	NA	NA	-6.41616099733363	-6.41082624221959	NA	-6.32680074605233	NA	-1.46382187923028	NA	NA	2.58740931582146	NA	4.00158818893608	-4.20526031646693	-6.41699311560173	-5.50371892670316	NA	-6.18065694829466	-5.67628104356018	-5.99894983084885	-3.56198751633614	2.02694188990331	NA	NA	NA	NA
cg09411730	-0.320382823314619	-3.88250428986685	1.5868412280639	2.93095606032019	NA	NA	-0.667167698352177	-5.25423436371306	NA	1.8434858081809	NA	2.02780043727827	NA	NA	2.72729132494181	NA	3.84530227570477	3.99794767785723	-1.22862284016047	-5.16342847486654	NA	-4.99139211866361	-4.73994485102046	2.45405088751041	0.0906881857996271	4.6235427556664	NA	NA	NA	NA
cg05522011	-4.55696308596854	-0.852012650194958	3.58537185666176	4.26552797233078	NA	NA	-0.681544895563696	0.69379223278978	NA	3.89420288777191	NA	3.11191428130064	NA	NA	-2.00807491242619	NA	-4.66733342261156	4.12895761686677	4.16222201744762	3.25952347451948	NA	-2.53272451659379	4.13224058218486	-2.54131063200496	-2.75621619752916	-4.12984948878964	NA	NA	NA	NA
cg01045337	-1.75495413920182	0.566720351858257	3.19885420230442	3.37165786427812	NA	NA	1.81436339623362	4.17447014525315	NA	2.4528885249661	NA	2.32111966123975	NA	NA	-4.7732181042108	NA	-5.5066071981415	5.10684405985968	4.15046044380359	0.949838220826156	NA	0.69209663247491	4.18609279027108	3.75063103563653	-0.228283613409292	-5.54781221900988	NA	NA	NA	NA
cg21435684	4.42404410344747	-2.00174195347725	-3.97294111938239	-1.06875784844666	NA	NA	2.74611373758486	2.26394924277334	NA	-1.30269030392279	NA	-4.64457206853439	NA	NA	-5.08290414359108	NA	-4.54113270005457	-4.6656845618661	3.21076342952761	2.59202554553947	NA	3.30406594424995	-3.50098304512853	-3.11941168499242	0.2054835968128	-5.02338556781236	NA	NA	NA	NA
cg23278196	-6.2051669945765	-5.32607635832887	-2.11308449506761	-5.91495670104455	NA	NA	-5.61223710958918	-3.88909714509796	NA	1.26400528412225	NA	-5.74804282751972	NA	NA	3.5418209873795	NA	3.97847779707942	-6.27010707263767	-6.15488830330036	-5.81377442188126	NA	-5.63870538541438	-6.05319891452749	-5.78047114416035	-2.72349357099461	-5.83430644206456	NA	NA	NA	NA
cg07985890	-0.649404872142638	-4.22679640516384	1.33147805630374	3.37413603254199	NA	NA	-1.0480162443792	-4.8073670693105	NA	1.64123563034333	NA	2.13866389150952	NA	NA	3.15462777155796	NA	3.22198951129439	4.02665032554838	-0.879831551426757	-4.84327503182256	NA	-4.44457080113067	-4.73183147680462	2.88419239660949	-0.682955588788109	4.51602020919282	NA	NA	NA	NA
cg18222083	-4.95945943410371	-5.06020495689364	-5.08401644096176	-5.0572410865472	NA	NA	-2.78570247865984	-4.51334409680931	NA	0.236522034438224	NA	1.90767402814396	NA	NA	4.46134108953814	NA	3.73883138153815	0.929521225547843	-5.18748110668292	-2.22439198399442	NA	-4.98294033245763	-5.29743349180273	-5.0376634681643	-2.02684262197373	-5.34670000376158	NA	NA	NA	NA
cg06059056	-5.85535010594843	-5.69520153624866	-5.11679973332743	-5.51531344233667	NA	NA	-5.9338823329002	-5.38337047459206	NA	-5.81564711402108	NA	-0.490052388604574	NA	NA	0.626311452542313	NA	0.415846614981918	-0.0757928502132316	-5.99176020654778	-5.77860106355627	NA	-5.62692865755142	-5.47625334403761	-5.43423200275881	-5.6851663283239	5.40959197647809	NA	NA	NA	NA
cg13631572	-5.03126506677645	-3.58142214412552	0.109500214361443	-3.50166184984838	NA	NA	-4.87578059063884	-0.108722648171229	NA	0.0122594699542357	NA	-0.0614724085772694	NA	NA	3.20116983234763	NA	1.2339144758359	4.47286569220909	-5.04978519313989	-4.62603080660447	NA	-4.7544371688124	3.10542409559658	-3.88050176000591	-5.00275156012709	-5.39702251256395	NA	NA	NA	NA
cg16238993	-5.90620267914175	-0.443224297820047	-5.55550797785354	-0.373108755904256	NA	NA	-4.60068038948206	-5.50923259942793	NA	1.38144856142141	NA	1.81404754791091	NA	NA	-5.79777153276871	NA	-5.83942484714259	4.3963779898271	-5.05321725063037	-0.933938425067264	NA	-5.47797889491608	-0.798050685449389	-5.54678156671885	0.133213756815395	-5.32993297183495	NA	NA	NA	NA
cg15469871	-4.06690062340665	-0.132509746140223	-3.96797297016448	-2.34027905166957	NA	NA	-1.64713367267052	-4.7706059499885	NA	3.19981579578706	NA	1.62768092360064	NA	NA	3.88483998870985	NA	4.94213860516079	-4.46295270687737	0.359572125858132	-2.62810059033658	NA	-4.44932826855217	-4.7959266689322	2.19261237073504	-2.12942789858839	-5.16264287025649	NA	NA	NA	NA
cg21211480	-5.64084892161082	-5.77843112826041	-5.63861554801293	-5.58657593668222	NA	NA	-4.46285789604491	-4.46421055638472	NA	-1.38329108881323	NA	0.580944391201512	NA	NA	3.62313287557374	NA	4.16176821619243	-0.0357793938744874	-5.64567423096239	-3.74297244188648	NA	-5.3413935983867	-5.71770914271169	-5.56647820340219	-3.21484656437539	-5.90014764101055	NA	NA	NA	NA
cg20650802	-3.50215586882676	-3.88066395306899	2.02203763049261	-4.49861155299472	NA	NA	-3.51915107235578	-4.55084713992032	NA	-5.14554244281467	NA	-2.35602736099047	NA	NA	4.05899027082223	NA	3.72768588099894	-4.75310895134713	-4.68237294927099	-0.912673422612563	NA	-4.73806352025349	-0.208443222873084	-4.35981780494755	-0.386196946202461	3.69515112569612	NA	NA	NA	NA
cg21927177	-4.77132910098205	-1.05374148679387	0.724923493911404	2.69003166222029	NA	NA	-2.67419698936872	0.989841350247657	NA	0.813719675696802	NA	2.1227488193647	NA	NA	-4.74429245231687	NA	-4.80491464274441	5.0302559903735	-1.92566277023975	-4.72364430954287	NA	-2.69250621458197	4.06816884160228	1.94088237223344	-3.43322524962511	-4.00885842757024	NA	NA	NA	NA
cg10938374	-5.8868461592707	-6.16531182913708	-0.922696220380265	-5.98741156788568	NA	NA	-6.00847551662084	-6.31048540128236	NA	-6.58700826343158	NA	-2.19326235272275	NA	NA	2.93457931598536	NA	3.94641772731578	-6.38018574948751	-6.48329366195521	-2.19067986718211	NA	-5.99489743996531	-1.5541919778752	-5.71125633073052	-3.13398468383126	-2.97302686447493	NA	NA	NA	NA
cg27449131	-5.94213331908352	-5.92362089900321	-1.69947457350561	-5.87336597941104	NA	NA	-6.09370569413986	-5.97935311441266	NA	-6.19615674365104	NA	-2.97975120943891	NA	NA	3.64144488778211	NA	4.38832130887677	-6.07422474586533	-6.21652124895007	-1.82210375498244	NA	-5.84313276275001	-3.48621601204062	-5.88686733791205	-3.64047522455306	-4.13780990227767	NA	NA	NA	NA
cg13691247	-5.6263793768735	-4.83372527423269	-1.84719531825631	-5.62812885294007	NA	NA	-4.75193420811529	-3.85302068005201	NA	1.56078661168798	NA	-5.35620553124651	NA	NA	3.67733950281556	NA	3.90229008930037	-5.72407029795424	-5.88757388613132	-5.30481637475105	NA	-5.23013121358928	-5.52735726628831	-5.26993323394982	-1.91990477535738	-5.09552331569577	NA	NA	NA	NA
cg13341668	1.51878273436391	-1.40552176341034	-2.5129018197993	0.668336352115041	NA	NA	-0.471148952104902	-1.32424154125649	NA	-2.43768656952536	NA	-0.708106235192357	NA	NA	5.11697213936571	NA	4.19084539475201	-4.0616375558209	-5.41482146970471	-1.29682624314546	NA	-0.366811292323461	-4.82142013927378	-3.4300612306077	2.01134221873437	5.782985608021	NA	NA	NA	NA
cg21139150	-5.91046811435714	-5.86467466302235	-0.474289967879731	-0.294371517784783	NA	NA	2.83269128016719	-0.247343332573884	NA	-0.478383285109085	NA	3.64563875494174	NA	NA	-0.154524640150429	NA	-6.18806925393196	-6.14433187286796	-0.412327015006965	-0.369551504363554	NA	-5.9646095118744	-6.13902434194612	-0.638660465030315	-1.17802572214352	-0.216535920482593	NA	NA	NA	NA
cg07874011	0.746294598282681	2.44348284316936	-0.0133059827338208	4.11008465697493	NA	NA	0.226861644092358	-4.28554884370393	NA	-0.45044382227141	NA	3.02800777595218	NA	NA	-5.20025701940016	NA	-5.25146078932947	-4.84966603934538	-5.15772217408219	0.173577322755562	NA	-0.00500223654535059	3.97744225592755	0.0919661042336027	2.95672526904209	-0.192901390763839	NA	NA	NA	NA
cg24284369	-4.92407201019137	-4.55621517883626	-2.19398533854042	0.257615551553942	NA	NA	-3.78154805643035	-4.68751879487975	NA	0.228551552874982	NA	-3.30268745811932	NA	NA	3.67880620806529	NA	4.51089150511913	1.01738876798905	-5.73843817547945	-3.00422263424778	NA	-4.49258311073699	-5.50942287529472	-4.32605309941085	-0.304231397341336	-6.09474827009031	NA	NA	NA	NA
cg15026277	-5.36420128278511	-5.40129626998468	-5.53827324385939	-5.38499016259453	NA	NA	-4.39598442929659	-4.10303491101439	NA	-1.39651267978944	NA	0.560751831515375	NA	NA	3.81994084392517	NA	4.13189791573842	-0.302741076164079	-5.39262131316308	-3.6781098415616	NA	-5.11571474533204	-5.49942532359006	-5.44132164308711	-3.15898447335803	-5.77478846117358	NA	NA	NA	NA
cg18131141	-2.52449195260539	-0.763995624349296	1.0403069853432	-4.86952968696111	NA	NA	-2.40803381663472	-1.30515006308572	NA	1.9228135975743	NA	2.31624248539201	NA	NA	3.30997621625199	NA	-4.95691998188691	5.39590348759638	-2.07071610944715	-4.06457706288512	NA	-2.30764554872967	1.38561917931826	-2.69987785942175	-4.80775966273293	-5.78989001588222	NA	NA	NA	NA
cg24685006	-2.53501241869667	-0.581974358482018	1.65985057628169	-4.50019694815615	NA	NA	-2.55110852642699	-1.2047954681654	NA	1.98300569175335	NA	2.15096509815135	NA	NA	3.62591248059622	NA	-5.18539905060038	5.42267707206458	-2.45963703654641	-3.47982931720078	NA	-1.65411829730491	1.38798516174371	-2.29341080451256	-3.71350827819986	-6.10121765122427	NA	NA	NA	NA
cg12637942	-6.50522790699131	-6.3334831736004	-0.745867540809852	-2.09517448681333	NA	NA	-6.20475316405573	-6.45000263618101	NA	1.12402065761968	NA	0.108300199673051	NA	NA	-0.420193809626861	NA	-1.09307414663656	2.72236620169901	-6.26851715094036	-6.60878428192255	NA	-6.11357616595639	-6.57167244124722	-2.37559533628301	-5.93403524900569	-3.08727036958827	NA	NA	NA	NA
cg07906520	-5.15921184609847	0.00871601020572166	1.47538974998152	-3.80357783576847	NA	NA	-3.08798123588148	-5.28218774526279	NA	1.63085392002316	NA	1.96251362252908	NA	NA	2.85341327543874	NA	0.850095793884145	2.69389265570495	-4.85282075030096	-0.366537255628357	NA	1.74065756418628	2.26777684996017	-4.57874782112061	-2.30701706662899	-5.5897884775216	NA	NA	NA	NA
cg14567593	-2.85426413471291	-4.60771610496431	-4.70418916076576	1.05408352900804	NA	NA	-4.44446995404726	-4.39887544071251	NA	-4.61507489101907	NA	-4.04145769895765	NA	NA	3.60129813714746	NA	3.8683325253102	-2.67767103883066	-4.23624189024729	-4.02382196529843	NA	-4.30675756311952	-4.40831347376363	-4.59067395922117	-1.24683767040826	3.78027694074905	NA	NA	NA	NA
cg22861279	-6.22533364562819	-4.42136511361127	-5.57641178937174	-2.65202890633485	NA	NA	-6.07802058303295	-4.08408130719148	NA	-6.3688199069529	NA	-2.34692168116778	NA	NA	1.54714340486801	NA	4.49364197066964	1.16164128397214	-6.23259015782617	-6.2321543256962	NA	-6.12969921374034	-4.9330048311917	-2.98388927922617	-5.95597411324246	-2.71115379894021	NA	NA	NA	NA
cg19093370	4.81211299971493	1.05689197939536	3.72476482558411	-0.466737120485903	NA	NA	3.62596249474189	2.45714878109734	NA	-2.89887487523	NA	-2.63356736168361	NA	NA	4.59976380434777	NA	4.6858156858244	-3.84960551523757	0.409200027765968	2.96608887035803	NA	4.33392752085682	-3.77494409056387	-0.319369228214189	3.60530047400948	5.09507372639179	NA	NA	NA	NA
cg09921821	-1.04054167517391	-2.30250569828103	-0.522382493576306	-3.58565873235686	NA	NA	-1.13112133517635	-5.92133993886811	NA	1.714767885657	NA	-5.16725618176277	NA	NA	2.55505874085663	NA	3.2946274318959	-1.28665845558926	-0.662986291533104	-5.73077861137942	NA	1.27497170733575	-5.6388782627278	-2.95707188982372	1.32754021022645	3.64070944779085	NA	NA	NA	NA
cg23338650	-4.2303881114179704	-4.58044905306732	1.68123145778983	-4.69497168215863	NA	NA	-4.91308006961593	-4.92123126086903	NA	-5.19767080339686	NA	-2.9472569863922	NA	NA	4.11596947292111	NA	3.90461122129609	-4.63466433036208	-4.40759975756596	-2.9643889301846	NA	-4.5663940031153	-1.31244566663655	-4.55978888561053	-1.32225862670916	1.24415591259985	NA	NA	NA	NA
cg24940138	-5.02253663312236	-5.15738327601291	-4.98199599538052	-5.00813888460471	NA	NA	-3.02459654527851	-3.00812154075794	NA	-0.862652523809334	NA	1.2347994855483	NA	NA	3.7297143998719	NA	4.25034655498538	-0.0739877789665961	-4.99062333315555	-2.38622343577668	NA	-4.46459968555198	-5.08482270764119	-5.17876168034532	-1.80472134120791	-5.62025691399031	NA	NA	NA	NA
cg21836275	-5.72874776667295	-4.84392248273954	0.792181044799909	-5.62495618787414	NA	NA	-5.96669265606388	-3.43796455230519	NA	-5.6908754260995	NA	-0.887116090358386	NA	NA	2.48824113264791	NA	3.15902356710464	-6.28177939661567	-3.02456209115588	-1.63972139768548	NA	-5.68315899415566	-6.08894312922292	-6.05639720599785	-5.77336454348989	-5.82213115725897	NA	NA	NA	NA
cg01928902	-5.11489379852259	-4.92997750072863	-4.69652691970384	-4.64175935976927	NA	NA	-5.17799320696634	-4.52025151281037	NA	-3.17146877537058	NA	-3.46514544327836	NA	NA	3.21926080086165	NA	3.32307894689085	-5.19156119520638	-1.89994610611803	-5.32948536933063	NA	-5.0615477038091	-4.66504968217394	-4.71755671119439	-3.98520660012436	3.71326669516576	NA	NA	NA	NA
cg22481960	-4.197492565526	-4.58345554887763	-2.86160240650266	-4.51192825904187	NA	NA	-4.85771001079263	-5.41235901200202	NA	-4.93166760816829	NA	-1.37569582760872	NA	NA	0.505836558600699	NA	0.177695565012411	3.82422882746945	-4.34515162559036	-4.87128909270448	NA	-4.66053089136308	-4.48889206151001	-4.07774039900074	-4.70174948949888	4.86557436910389	NA	NA	NA	NA
cg04145264	-2.74259144619347	-3.09243082575772	0.761072651798525	1.12575937932523	NA	NA	-2.46709224063179	-4.49916566658958	NA	1.9747910490559	NA	2.18860944617398	NA	NA	3.17680796324601	NA	3.74957861808386	3.88996271766935	-0.2653235476119	-4.8123617509893	NA	-4.12795427501275	-3.86589777606199	2.60485226516052	-3.1121203642109	0.929184314891728	NA	NA	NA	NA
cg19326153	0.794562782294063	-2.06197993351446	-5.8732194877704	-1.27142500472138	NA	NA	-5.89442244562769	-5.84070153740695	NA	-6.22344457375803	NA	-5.81684496175623	NA	NA	2.63723335028076	NA	-5.40372441292658	-6.07016735672799	-4.68224919813251	-5.47698670230393	NA	-5.7361279930137	2.53641718056931	-3.53674893105962	-6.04517324401344	-6.25461284533895	NA	NA	NA	NA
cg11900509	1.23365737016535	-0.0619677524974707	-2.84637694616229	-4.33027485384342	NA	NA	-0.7479806364315	1.94021123545779	NA	2.13008326813674	NA	-0.924948971506677	NA	NA	4.89066825669904	NA	4.80554630320268	3.52126207409518	-2.72088816954394	-4.41757371103973	NA	-1.77792621587143	-4.40703436301707	-1.03223151230844	-0.447240881120906	-4.11842669197546	NA	NA	NA	NA
cg17569842	-3.92817711851128	-2.28378409124635	-2.33841408587742	-4.3271478340356	NA	NA	-3.82997491651988	-3.03894037665256	NA	2.13443697223458	NA	-3.10971443116959	NA	NA	3.3293476617804	NA	3.39090731202719	-3.33210196042235	-3.19315497459849	-3.87191047400297	NA	1.67303667128542	-3.81213027168945	-4.25703657295002	1.30792397677004	3.94530819442147	NA	NA	NA	NA
cg16340422	3.49570355691622	0.46462546565706	2.21725459669891	-0.984962852213891	NA	NA	1.59896899373752	1.93692623232032	NA	-4.50326325253106	NA	-4.09734120890734	NA	NA	3.28970490724114	NA	3.66633425348581	-4.47796426927826	0.0185152765969094	1.16989904689676	NA	3.10045110790421	-4.54106374841393	-1.05166653476267	2.55876900611761	3.98339496246671	NA	NA	NA	NA
cg06133910	-4.63711776359167	0.284263988532472	-3.63985005630282	-4.77901852136393	NA	NA	-0.180753134963106	2.26799049140771	NA	1.2669715953485	NA	-0.0986178120695118	NA	NA	2.75568669283815	NA	3.74570335381341	3.45564728741012	0.796060637989772	-4.82606752045289	NA	-2.968822796651	-4.23045129674191	-0.405866094230041	-0.611461406210101	3.42523211586497	NA	NA	NA	NA
cg12280317	2.97787541019807	-0.929686239093577	2.18294775534734	2.92354971641153	NA	NA	0.517086645455517	2.84371440212398	NA	-4.14825624393831	NA	1.20861394198198	NA	NA	-4.99801734082069	NA	-4.41480424056773	3.43148988642615	0.568359427475048	0.789636839254257	NA	-3.49769282355576	2.70467010514806	2.39601050462009	1.1865559221946	-4.80097187635869	NA	NA	NA	NA
cg25810938	-5.56216599524637	-1.96927386817741	-2.814432939786	-4.4204225995743	NA	NA	-4.39852290979528	-5.02257291948207	NA	-2.64506123671264	NA	-0.689140397522609	NA	NA	2.73468531214839	NA	4.75559572595646	-0.102884604201069	-5.36669380511595	-4.81630887081008	NA	-2.51080150117447	0.253411029584657	-5.18766688922763	-5.12084792283134	-5.61944797870741	NA	NA	NA	NA
cg21770330	-4.44696947905216	-4.45670008400744	-5.12679072485224	-5.03504905892925	NA	NA	-3.74097788790585	-4.62656478257068	NA	-5.02022345262569	NA	-4.50163647969265	NA	NA	2.67134326688466	NA	2.95208849572631	-4.34419013181966	-4.57372690485803	-5.17751538976931	NA	-4.82791577465905	-5.1751306482005	-4.79730280018363	-3.16995419271747	3.89683668177534	NA	NA	NA	NA
cg18019132	-4.65623540604411	-3.49128274898682	0.692215470944599	1.98571991871513	NA	NA	-2.08645371394189	-4.34918038210352	NA	0.993582750338075	NA	1.31121970392051	NA	NA	2.35567575871614	NA	3.05129859878832	2.51788360954478	-1.68573783186964	-5.15596394231075	NA	-4.61091257898697	-4.04875702992268	1.65557563289143	-1.84391852486045	2.9118201932665	NA	NA	NA	NA
cg19761502	-0.248724647616536	-0.552979130448585	-5.91079571584053	-5.50259161116159	NA	NA	-3.87073403722636	-6.02024984288424	NA	-6.15258283132183	NA	-5.57265790226845	NA	NA	1.9292321008938	NA	2.28371097015471	-6.16155030765458	-6.06062777674736	-4.41118456710112	NA	-5.58326773230962	-5.90666049936659	-4.01618388474444	-5.09075923434593	0.812602355349729	NA	NA	NA	NA
cg23885932	-5.70626397381508	-0.743012106440743	-4.65640741403404	-0.575965590423104	NA	NA	-3.69118426693253	-5.44056930736925	NA	0.929850950159622	NA	1.4310900765928	NA	NA	-5.85134520309708	NA	-5.66368174594527	3.06426517013294	-5.79386291288676	-0.875817990087816	NA	-5.69266663056764	-1.06822640202563	-5.38542630195338	-0.271236987030193	-5.11014061246076	NA	NA	NA	NA
cg23433889	-5.39984444490999	-5.1667797924737	-0.640539091657604	-5.37092536348882	NA	NA	-5.53880779926317	-5.15558513141796	NA	0.719428444079367	NA	0.566364059111719	NA	NA	-0.00400168968277559	NA	-5.72131592064118	4.06655740306442	-5.53723629411174	-5.40058947661689	NA	-4.98830373919362	-2.04193028297475	-5.30879194629958	-3.86970298336803	-5.94966808988745	NA	NA	NA	NA
cg10596483	0.457637370796002	-1.52556302730033	-5.50220737670439	-3.77862836991165	NA	NA	-5.21910960060894	-0.194747414637341	NA	2.24133574676742	NA	0.698655296505681	NA	NA	-4.58650042118275	NA	-0.669331497908429	0.349243882997619	3.76630993994545	-2.46221059606239	NA	-1.77668586444027	-4.98442572312148	2.89784152975321	-4.84502610430168	-4.76232115440984	NA	NA	NA	NA
