gene	SRR7646230	SRR7646231	SRR7646232	SRR7646251	SRR7646252	SRR7646236	SRR7646238	SRR7646240	SRR7646246	SRR7646247	SRR7646243	SRR7646245	SRR7646254	SRR7646229	SRR7646235	SRR7646248	SRR7646250	SRR7646253
cg25461827	-5.83992092394546	-6.05144055027725	-3.07787839342178	-6.04809530761169	-1.92049856117109	-5.91030498570389	-6.3944982940017	-5.98326049362109	-6.16787619128937	-5.4384938469659	2.15545094361217	2.9006369660723	-0.340581727827372	-5.65776609922907	-6.18784786754384	-3.27685941581294	-6.14416273735001	-2.39632404985693
cg26203572	0.201514564533781	0.354874307352778	3.57777889701612	3.49243833427951	3.1770061264927	3.85445182712503	3.17247661221812	2.83834010469384	4.44585367869019	0.496559827652934	-3.8285304025471	-4.38913520547462	-4.92639839108341	3.39997723758026	1.43068815456923	-0.393841780034248	3.72383535331096	2.53125895844367
cg13990926	-4.5880156572315	-2.93007024977105	-1.60101127072598	0.434671787846314	-4.52996910992287	-4.91951175671756	1.58733749070485	0.119235295920528	-2.25393646841548	-1.62966139337271	3.82306257157365	4.52360725425953	-4.50679350984024	-4.91627729922498	-1.55814964863135	-0.20353047456599	-5.29620858244289	-2.53480768108949
cg04609499	0.0847320777721747	1.51441067575852	3.00470189310225	2.57152954349747	2.71425729451299	2.3521208871639	1.87003182976078	0.434893870187783	3.14504676821246	2.40947051344581	-3.12162526766347	-3.76229498244306	-3.90646055841964	-4.55253534481641	-3.00238115357423	-3.93822209569464	-2.58353325213596	-3.55594650189092
cg15057061	-5.58296084939377	1.06570375155218	-1.8835300077953	-5.95576577844467	-5.22513567616239	-5.82282344507709	1.13671804879134	-3.98209293479851	0.506627596565532	-5.80691498535354	2.55161930554579	-2.41772302552602	-3.5209435652374	-5.87711687159859	-5.89279466096219	-5.92464532410066	-5.91182928794902	-5.44779016309941
cg02397720	0.346227482278167	1.91004289774695	-0.074023371498578	2.08511510452745	1.87388243352678	2.1002196110071	0.927776018017296	1.69056612348931	3.62519148187717	-3.75525206056921	-5.30169918188449	-5.32073787059865	-5.66916599704995	1.04735988838857	-2.28269923755547	1.63253356268527	-2.13681292466938	-1.88515823113781
cg05376465	-2.32864860931861	-5.22936137654271	-0.370003514175569	1.07310453314135	-5.51705080953806	-2.71726375668176	-5.1842518892078	-5.31200173207615	4.61081148199489	-5.20179168642689	-0.396869929085766	-5.46520172398456	-5.40205297103932	-5.51636636836801	-0.460432138453298	-3.9452114486988	-4.63269529796601	-5.29609813119178
cg22549041	0.207996319572956	2.79751670721585	1.26211893490511	3.99620021464759	-0.00545628842306567	2.81281704052628	2.96321488658735	3.52864166829776	4.29736389335231	-3.14917974375162	3.90669188631317	-2.70871883468007	-4.71216361136027	2.78921922409173	-1.60988445649977	1.32673596396045	-2.86691887172285	-2.30689078018746
cg17479501	-1.64545677006214	1.9862532522969	-4.50593017464294	-4.572605742903	-4.47009857690631	-2.34996493089025	0.804756723492719	-0.874239086232687	-5.04256804992417	-3.50806315344008	3.24769518379944	4.49947716453648	-0.576907088103329	-4.75483770768704	-3.49585478347149	-2.96566801115239	-4.04171197987174	-0.927522817107002
cg21041888	-0.729674440984269	-3.28541711757726	-0.802357152000197	-0.161481908782829	-2.04617250233326	-0.435092536235389	-1.48925377413651	-0.25978428613486	-4.67518103752812	-5.25117664493425	3.51411482360404	4.87998864840293	5.134991936561	-1.17968813886556	-2.15789449830489	-3.47271118471555	1.2107055246058	-0.301563837683006
cg20455854	-1.37413783942192	-3.45928307466945	-0.117650205365371	-4.81112686514689	-0.971940141444929	-5.56681435246966	1.73262252240364	2.13288576356916	0.19587187730992	-5.95089539679967	-4.62128139070777	-6.0779765038415	-6.0326933541494	-6.0280250814453	-5.10543677758637	-5.64904523514721	-5.0947182624222	-5.56271642529083
cg06833110	-3.64182793310436	2.54518748828881	0.657212690592021	4.88244134880839	0.500194302549618	3.03479936368252	2.5405731962316	2.82536673523431	5.39298595610287	0.555264627755925	4.49204442530294	4.93050035823938	-3.28286133915995	0.602858970140559	0.79144732976715	2.83774755974184	-4.20072070057479	2.33802630135217
cg22042833	-0.551836373095868	1.68773409378565	2.1153858525545	4.06648549033025	1.53848447411438	0.849558689973537	1.21106877448239	2.38082192916495	4.48935153615854	-0.482506074209793	-4.74632324344848	-4.93538678964948	-3.91020597727951	-1.72575535125605	1.26608032008677	-0.0927152688148799	-4.1894569880641	-1.46118261663343
cg13423759	-0.695251712338475	0.927207243784234	2.19779730050661	3.03017457043344	1.75817976822449	2.45779233356494	0.675249841416336	2.38774380827867	3.11521473023129	-0.695592711860119	-0.935149446356817	-4.73013295125366	-5.43572368649869	-2.11103159437655	-2.21921816567542	-4.59599908695594	0.363737430853673	-4.57840960638828
cg25363807	-0.232565996671523	-0.321763178144496	-0.401943540347488	-2.94645244205059	-1.13696747635702	3.9817651712908	-2.69585013037696	-2.22394733108105	-4.76975812556575	-3.33573785125157	4.35607606563092	3.95949053237194	4.3563609719908	-3.30392764171806	-1.03590964685963	-1.33778049600717	-1.14916999173319	-2.18255895529673
cg12163532	-0.7268522444066	-1.75890239743317	-3.20722976720459	-3.91860698749108	-2.40598339344205	-1.22638663641531	-2.04383677010167	-1.57743362186607	-3.9710332022228	-2.48899867354258	3.95019321731379	3.59024952676484	3.89318896498909	2.14738866728913	0.674378536388653	3.52695692223061	2.17003852180983	2.87235187634219
cg00765312	-2.92784895735642	2.8883432921656498	-3.85539506364348	1.01924374741017	-4.33985892463924	-3.56314785917768	-4.51269036970622	-3.77571916862422	3.57272046344902	-4.39260106825606	2.31538493209421	-0.088375930196375	-4.99310689718354	-3.09766944398049	-4.28770748009948	-1.0981511506315	-4.31274937792588	-3.76125698143651
cg21303655	0.683260573341733	-0.75293538456053	-1.71031294269012	-2.44601152712235	-1.64813173084778	-0.43075637345531	-0.209526174222265	-0.624779781337423	-2.34700653014595	-1.35320032358897	6.16359288271222	5.69534318130682	6.24750532161045	-0.622623112038675	3.35665324360028	1.73792653204331	-0.365560949203151	0.0798042519681446
cg07665510	0.733450799757547	1.73306449606121	0.0454549195167061	3.73042469729583	0.452921357032184	0.692950300616984	2.01497917773384	2.277906529358	4.62474251633627	-4.08432128423906	-1.87123476109489	-5.20416937427655	-5.65530790325211	0.336961312473467	1.29329666183052	1.77309952724092	2.45506505380771	-0.0746939923911272
cg18031663	-0.525617515048951	0.177959554919358	0.0919754714303218	3.49315793221771	-1.4673588156538	0.778510972601106	-3.14166507326109	2.57104354347821	3.3871276609495	-3.90531080739003	3.30919378369084	-4.54629316139677	0.56715365983352	-2.00593815379048	-3.84513605456412	-4.34897600964102	-3.48971144598521	-3.4175266273087
cg00778807	-2.9108837656139	2.16493325927079	-1.53427622738978	3.61237238729944	-3.21031162911093	2.8717925674505	3.08087100835446	3.00828591834944	-0.778137465779543	-3.71997937074375	4.26986959707022	3.52111136111501	-4.3928497310848	-1.87883981639828	0.439305636007983	-0.996788259056774	-0.641043383842117	-1.44128738661179
cg05321361	-0.659184965473324	-0.866639994345259	3.37292959214722	-3.90555337759904	3.09404952647429	2.7819115518689	-2.41629723386575	-2.80122737597276	-3.63213054144021	-2.75627454524857	3.3382630733414	3.91626761375375	2.15017257628074	3.86516931946444	-0.585513933197193	3.42240216509218	2.11332406454768	1.79216743492842
cg07141605	-2.12268484811275	2.55568809394959	-4.2708673888161	-3.79622736644538	-3.8892453062714	3.45898616092068	2.77420363747714	-3.62430356458995	-1.18705193134716	-3.59717203153245	-4.3398927289292	-4.66469209173156	-4.37885129425661	-3.69752168828363	2.28135659122597	-0.217918252178765	-3.20888607150963	-0.669887499187577
cg16239482	-5.15192091385492	1.13059406722833	-2.13712664921924	-5.4142842581228	-4.54826595484125	-5.48219730565312	1.55101545874989	-3.56126990499701	0.414467954100796	-5.68835277941452	3.28677863852993	-4.51214181951548	-0.791010138094866	-4.52669106124111	-5.54322111679253	-2.01912483748754	-2.93131135165948	-4.5356294884463
cg18242131	-2.39182837974421	0.613667091302367	-0.202514325934408	0.766278046419959	-5.38786193994298	-3.01260075676419	0.821151945360212	1.03015695176989	3.10100439654023	-2.70498367728555	-1.68654370878593	-5.7598093278247	-6.43687784811274	-5.24113927010163	-2.65492636931257	-3.94478570137185	-5.56577991464696	-2.75011606306891
cg08446038	-0.129561424120833	2.18511847636837	3.2850368844611	2.74788307235662	2.23665519294508	3.08019899557768	-2.44889991986957	2.09174715586807	3.37368564200107	2.77946606392273	-4.69989235061717	-3.99654452803847	-4.29453124623552	0.755599916022802	2.31095706283391	2.49264861289185	2.73313434416044	2.64355888465316
cg04659689	-4.33910068776977	-5.14759506529523	-3.54625242519261	-2.56382604425358	-5.42322396632617	-5.79266716999923	1.39807137282888	0.683717506569633	2.38229849622679	-5.53736252777955	-5.93578047925663	-5.67738531510539	-5.81896626697691	-5.40907961788763	-5.43049712325936	-4.85172496028103	-0.355810935937905	-5.63607190729494
cg22894896	-0.322883528085511	1.91552811993475	-0.934544352686773	3.79489112409364	-1.9551355792712	-0.192789250411775	2.5838586528948	3.05450529784765	4.39622710625841	-4.06543330218495	3.93235822764934	1.28660554195802	-1.6713133448274	-0.465493085964649	-2.42544586672117	-2.46488123003499	-4.83158361792194	-1.40850071779091
cg00334245	-2.13231354189324	-0.799361809460762	0.492917865744681	1.27395138476691	-1.78026780549114	1.42491225708721	-5.4866412193234	0.722540261269599	3.50582103420146	-4.0321146905689	-3.13669018253512	-4.30655534640397	-4.9021797976107	-5.07422891621338	-4.7278978313023	-4.53708545576971	-5.01134867807488	-3.06989542093921
cg19998150	-2.92009488492042	1.04690491954284	-4.07864004280032	0.224644963897855	-1.50337979793698	1.58735712616495	-2.91345318459156	0.780675842225226	4.27275404790475	-4.16356979852192	-1.72172942053269	-2.74035774298592	-4.32866605153112	-5.63959411691921	-0.336504860070892	-4.97856964067278	-4.14337499475409	-5.14702926210736
cg16088539	-0.227288689849227	-0.601356709525313	0.353686411400875	-0.334751466430269	-0.30787744385439	-4.31426411463438	0.52219050007696	0.62043084354501	1.72362802829452	-2.32307271417174	1.50344683516636	1.64187456299655	-4.95615949638754	-6.24866481957417	-5.06669142261509	-3.92244526327429	-6.01572656591481	-0.425118437385184
cg02378006	0.938640812396022	1.27977684648916	3.97638761557708	3.26703074852737	0.109985645535604	1.67567157824862	2.71390940061809	3.29348130518162	4.92404344892145	-0.828718816639327	4.42341181231938	-4.88535079994118	-4.64090854580268	0.266895744277765	1.61126477485652	0.399582212700628	-1.79710022393136	0.768714161367539
cg09035995	3.26974998760269	2.93339558094539	3.54978719530244	3.51830127963312	2.90587486413966	3.10384940249151	2.73147741061237	2.86628766111408	3.55183578853389	3.71363047524857	-3.14598163986516	-4.10540559136071	-3.50208269932861	2.86127312628184	-0.147830173635471	-0.311622396077787	-1.43142233732586	-0.912619846099151
cg23244910	-3.42250963881201	-0.370484093890753	-5.41561434820897	-4.86085872230408	-4.1861669031461	-1.13195677180139	1.79965082426165	-4.52187432504109	3.64965899128116	-2.67385240610821	-5.82317607661137	-5.52651797744411	-5.53869262745098	-5.86820680552512	-1.6387764208477	-4.92251043738745	-2.68301695039543	-5.0188610512469
cg02235562	-0.924306013930627	-5.59378153417666	-4.3469635602006	-5.75959155070784	-3.14190856487128	-5.76342941377877	1.32666080199538	1.13714756356992	-5.58315138061501	-3.92401522707775	2.55246040656502	-5.48947346060137	-6.11290497658268	-4.52316080574138	-4.8677386408321	-3.10425203049642	-5.66413920286985	-4.43734346862384
cg13570656	-0.411461565203165	1.15673808798822	-0.998617030813079	3.32145918237355	0.332182347017607	-0.571321942669808	0.671075862195646	2.51871960189424	2.59600186441913	-2.47716184896795	3.76444202322573	-4.23871756683353	-5.02122662508106	1.0139173467308	-3.69945409982664	0.470552332880931	-3.83814820275608	-3.30441901972121
cg16345795	-5.51754519792674	-0.0989562232611061	0.126209265358678	-0.827633904633509	-1.98481445783047	-0.80147002895398	-0.148378330334812	-2.44417573919746	1.74280205781111	-6.22335887938479	1.13662436709188	-0.192104538019905	-4.28952836864638	-6.22711522612931	-5.74266863867747	-6.09069014286505	-3.12351493224256	-4.16483731493865
cg19467964	-1.80468276635299	1.90689375353306	-4.12677948427198	-4.72285958238205	-4.40160699913226	-2.96215240994733	0.684476166030692	-1.28683138301683	-4.24629319063295	-3.51162612755887	3.12350220005927	3.59219547202861	-0.989398496982778	-4.51144975106864	-3.89929625608426	-3.2595692700913	-4.50010135674331	-0.838943920004674
cg13133835	-3.6588975932993	-2.66437613663636	-4.58569564809166	-4.37204640246447	-3.94467771465058	-3.18744146765822	-4.8353208010112	-1.69346416769601	-0.732924061926163	-4.5305344409844	2.73632675963756	3.1164055719477	1.00884569198079	0.955203600132229	0.145785432533936	0.649025705250034	1.21292410680896	1.1729543861408
cg00558718	-0.43041266567158	1.60465172169073	2.22741599506243	1.36553072444939	1.78898735297876	1.49156297062658	1.74669161253564	0.912156383531689	1.88597762388199	1.2034188769654	-4.30826220530431	-4.10344871388099	-3.46156063941982	-3.66157088627552	-3.95550965201085	-3.74287059093878	-2.85694875681665	-4.34222019208278
cg04839259	-5.28865064614868	-5.69923020780897	-5.67076288682799	-5.30493210828292	-5.28788048065879	-5.67138442713962	-5.5604696081955	-1.51078716030599	-0.0974432149572499	-5.07561797796726	2.67567284229583	-0.424754189360424	-0.200115348158975	-3.25136463270383	-5.92122968068474	-5.77032039720143	-5.36735438551669	-0.885390112862576
cg25250968	0.212428817131225	1.4190399716322	2.45231584132026	2.48050336763665	1.87325178943815	2.21100100166393	-1.22639053778901	1.76012506653383	2.97755830695488	1.36748213673621	-4.43565772783779	-4.04983368052368	-4.95871266845642	-1.03579496096075	0.2492529362058	-3.32078441774229	1.39577266750043	-3.75181500298486
cg22721998	-0.388875598313916	-5.09365991856966	0.142383758955647	-4.71559971276759	-4.54378528174615	1.60500830071369	-2.50420187912934	-2.45116793064167	0.206797162443183	-4.56866340890387	2.84856516213188	-5.42675564267711	-4.96552213101304	-0.0254224529763649	-0.0696152994201128	-4.435121407204	-2.67334030017912	1.3966179330055
cg23257934	0.267003973714279	2.45042380228782	3.80317139418831	0.530490963137727	2.32308469793304	-1.43360498616669	3.23257454086401	3.89663457178457	2.24801980124319	1.42612316834701	4.43490012266148	5.23283953652264	5.18435872285877	-1.46866218001928	-2.79343874367907	-0.0985086973291006	-0.398352616492802	-3.794040295557
cg11600734	1.94304895999417	3.33326828605574	3.070839584833	3.23715598508338	3.38601054761476	3.39054493641629	3.23541396773934	3.06429291724562	3.36906896349494	3.81261452791011	-2.73703179889233	3.58896455115264	-1.8070199636688	-3.8619922465715	-0.252457943363438	-1.79235486202539	-1.13353193038363	-2.0635530986426
cg27336068	0.5354233944429	1.78759726029513	3.12378684247637	1.10384489663454	1.23998184880691	2.93787036729899	2.29301676376398	1.50498920972371	2.62199082817668	3.41155135241399	-4.04164333723889	-4.99514184434606	-4.56933116144623	3.05080292861188	2.85046372246497	2.42394216781196	2.70098512239269	1.24166567714676
cg21609154	0.0563198343928522	-1.41776923823415	-3.3430244956788	-3.5401250329509	-2.53422217019127	-1.54528806941121	2.40506356931749	-0.735197259829295	-4.08772195018152	-2.90589748193665	4.29080180990108	4.81899779296611	2.76033899655544	-3.0020915792518	-1.47674059149556	-2.73272560259925	-1.27673388866243	-1.75545305612527
cg15010554	-1.49506789559976	0.962990164117113	2.33799538608294	1.80389821103278	1.24012128708098	0.190960237712336	1.07873842370684	0.811308632553844	2.38822330955761	1.37999808078631	-4.44968293812755	-4.31959820891683	-3.75792360875842	-4.23585172646526	-0.834012610339985	-4.10285236296213	-4.28111015928292	-3.85292568520554
cg16966315	-3.11019435606702	-3.3412917807569	-4.98598330888022	-4.00857127174708	-1.50099924568144	-4.10853805644496	-0.142077296865996	1.29761920435834	3.37000707220762	-1.0081895647781	0.329136947953151	-5.29559217217854	-5.41231974719009	-5.26572005773982	-5.40448926391771	-4.82085192878461	-5.58528175045126	-3.45343147619505
cg20512711	-4.45493764025593	-2.71765864155746	-1.026384066476	-0.592077215678208	-4.41111762974161	-3.00432309930765	0.670673182973305	-0.835336318318187	5.04600449408399	-4.78820529296484	-5.02111673195228	-1.62077134635374	-5.51298125940917	-5.28905504364149	-2.99413343288489	-3.95376126354892	-4.38562020522552	-4.84451688247997
cg08827060	-0.762919183886008	0.775370947368574	-5.08283946846825	-5.06510538408037	0.521118886600577	1.33320739631136	1.06615843088916	1.21278902776597	3.11663856289623	2.2717368318388	2.37924375284495	2.26958174846779	3.70911117702674	1.80677701503924	-0.553959382487435	-4.1555147798047	-2.2848840125981	-0.381838718866286
cg05115862	0.908684837587298	4.19474534883385	-0.213393237230548	-0.291166165148045	5.0173364074361	0.328068193838569	-0.0940777587677178	4.75368378570638	5.02750051742261	-0.015662652378116	5.42026778649393	5.00594647177617	5.57038583580871	-0.16921248913651	0.0872828476314433	3.14211257677963	-2.64012622772382	4.3425959651693
cg09322259	-2.40981122595811	0.52197246747271	-4.8758852181451	-2.71611729827168	-3.6453446181235	-1.24340381826818	1.67503225441678	-3.56826331600394	3.61342616555129	-2.04396401600118	-6.2603175502702	-5.48221844885907	-5.67832602973222	-5.20170605844729	-1.20242904488971	-5.01022975716701	-2.41307546488973	-3.41781820081205
cg17130457	0.20453283513852	1.76329167784886	2.4330096019745	2.87683314015953	2.72563945580792	2.41993705941356	1.39303125422879	0.264815299207038	3.1692156337393	2.19930768427009	-4.8281290599515	-4.63898747047821	-4.41027391271783	2.16678934532046	1.59962451641324	2.03276263884288	-1.82710683329047	1.46317872706503
cg08668199	-5.04473499294083	-6.06613379804316	-5.57920084768022	-5.75146793595517	-5.8811889410086	-4.46217732161519	-6.37632926313209	-5.08047866286908	-5.94542062514905	-6.22173592073167	2.06611307793366	2.51541273844594	-2.00400837708092	-6.08649308619047	-5.24284287081767	-5.93586509871114	-4.80597859234278	-5.70281683576318
cg05457730	0.409805393629101	-3.58280848812831	-2.24627002660402	-3.8109442823394	-0.387090240072487	-1.5299680149773	-3.24157410429539	-1.88140165701719	2.75534791730016	0.565781761928517	0.566068819766339	0.308162150831158	-5.03407969202256	3.57432382912776	0.0893682151533075	2.26330381804091	2.32032434526785	-5.12650865210442
cg05735180	0.873799539583914	1.87772306797691	2.39600137714152	0.918612906567463	1.01402648410225	2.53657739612455	1.77397106766333	1.89249888442376	4.49135286991522	-2.31405822950206	1.54248467391098	-4.70799077170464	-4.72370190413476	2.6972105168683	-3.72345655700388	1.24333647345716	-1.79650268056961	0.766665151116483
cg08847775	0.260340532002049	1.85628246004067	2.7242148970922	2.43404830798379	2.89244989051973	3.65584770741146	1.83805878911908	2.00528613434072	2.74355544228348	2.31917691476191	-2.59699805545599	-4.01488265922042	-3.17017916914809	-3.15007540695211	-1.97211855948545	-2.07275989394952	-2.27002099773546	-2.48877532252583
